ParlaMint-BE_2016-10-13-54-plenair-ip130x.u1	[[De voorzitter:]] De vergadering is geopend. La séance est ouverte.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u98	[[12.02 Koen Geens, ministre:]] Monsieur le président, monsieur Pivin, depuis 2012, 15 mineurs ont pris la route de la zone Syrie-Irak, sans être accompagnés d'un parent, afin d'y rejoindre un groupe terroriste. Onze de ces 15 individus, 13 garçons et 2 filles, sont toujours sur place. Trois y seraient décédés. En septembre 2016, plusieurs de ces individus ayant atteint leurs 18 ans depuis leur départ, il restait sur place trois mineurs non accompagnés, deux garçons et une fille. Quatre individus partis non accompagnés avant leur majorité sont entre-temps rentrés en Belgique. À la date du 20 septembre, sur base des critères utilisés par l'OCAM, 12 mineurs étaient considérés comme des candidats au départ. Pour ce qui concerne les mineurs accompagnés, des enfants ont été emmenés sur place par leurs parents, voire sont nés sur place. En mars 2016, la dernière liste OCAM reprenant cette catégorie a identifié 35 mineurs accompagnés, mais le nombre réel pourrait monter à 80. Les chiffres sur les naissances sur place sont impossibles à établir avec précision, comme vous l'imaginez. Outre le manque d'informations disponibles, il s'agit parfois d'enfants nés d'un père belge mais dont la mère possède une autre nationalité. En général, je peux dire que la hiérarchie de l'État islamique accorde une importance particulière aux enfants présents sur le territoire, par un enseignement qui se concentre essentiellement sur l'apprentissage du Coran, l'histoire de l'islam et l'éducation physique, qui inclut des cours de tir, de natation, de lutte. Daech cherche à préparer une nouvelle génération conditionnée et prête à servir. J'en viens aux mineurs sympathisants de Daech en Belgique. Sur la base des chiffres de l'OCAM, depuis 2012, 18 mineurs ont été interceptés alors qu'ils étaient en route pour rejoindre la zone de combat ou que leurs préparatifs étaient déjà bien avancés. Plusieurs enquêtes récentes en Belgique et en France ont conduit à l'arrestation et parfois au placement de mineurs, filles et garçons, qui discutaient, sur des réseaux sociaux, de la possibilité de commettre des attentats dans des lieux proches de leur domicile. De la propagande spécifique aux mineurs a été développée par Daech. Elle les incite, plutôt qu'à rejoindre les zones de conflit, à commettre des actes contre les infidèles dans leur pays d'origine. Tant les services de sécurité que le parquet fédéral prennent la situation des mineurs très au sérieux. L'OCAM a procédé récemment à une analyse de la problématique des mineurs recrutés par Daech ou sympathisant avec lui. Monsieur le président, je tenais quand même à saluer la qualité du travail de nos services. La réponse était importante.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u99	[[Le président:]] Oui, mais il faut tenir compte du Règlement.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u100	[[12.03 Philippe Pivin (MR):]] Monsieur le ministre, merci pour cette réponse qui était importante et précise. Nous devons apporter deux éléments de réponse à cette problématique. Daech veut prodiguer sur place un enseignement d'un type particulier. Nous devons répondre par un enseignement qui mise, dans nos écoles, sur le respect de nos valeurs. Nous devons aussi être à vos côtés afin que des mesures soient prises pour que les sociétés actives sur le net parviennent à circonscrire, si pas à empêcher, l'endoctrinement à distance au djihadisme et au terrorisme. En tout cas au MR, nous sommes à vos côtés.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u101	[[13.01 Karin Jiroflée (sp.a):]] Mijnheer de voorzitter, mevrouw de minister, met ontzetting las ik vanmorgen dat de plastisch chirurgen niet van plan zijn om de akkoorden die werden gesloten met het RIZIV en de ziekenfondsen, uit te voeren. Met andere woorden, de chirurgen blijven nu en in de toekomst supplementen van 4 000 euro en meer vragen aan vrouwen die uit een zware ziekteperiode komen, met een levensbedreigende ziekte die een zware psychologische impact heeft. Dat is ontstellend. Al in 2009 kaartte Marleen Temmerman de problematiek aan bij de toenmalige minister. Sindsdien zijn wij, vrouwenverenigingen en andere partijen, actie blijven voeren en vragen blijven stellen. In 2013 werd er bij het RIZIV een potje opzijgelegd om deze problematiek op te lossen. In februari hebben wij u nog een taart bezorgd om de problematiek nogmaals aan te kaarten. In juli was het dan eindelijk zover, er was een akkoord. Dat leidde tot een zucht van opluchting bij de patiënten. Nu willen de chirurgen dat echter niet uitvoeren, begrijp ik. Sterker nog, zij dreigen er zelfs mee om die ingrepen niet meer uit te voeren. Dat is ontstellend! Realiseert u zich wat dit betekent, collega’s, dat artsen weigeren om die ingrepen uit te voeren? Dat is ontstellend, dat is schandalig, ik kan daar totaal niet bij. Zelfs het Artsensyndicaat heeft dat veroordeeld en vindt het schandalig. U zegt, mevrouw de minister, dat u nog geduld wilt hebben tot het einde van de maand en dan zult ingrijpen. Ik vind dit persoonlijk al te gek. De graaicultuur wint het hier duidelijk van de menselijkheid; men wil geld laten voorgaan op patiënten. Mevrouw de minister, ik vind dat u moet ingrijpen. Zult u ingrijpen? Zo ja, hoe en wanneer?
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u102	[[13.02 An Capoen (N-VA):]] Mijnheer de voorzitter, mevrouw de minister, hier sta ik weer, hoewel ik hoopte hier niet meer met deze vraag te moeten staan. Immers, in juli werd het akkoord over de borstreconstructies gesloten tussen de artsensyndicaten en het RIZIV. De artsensyndicaten vertegenwoordigen toch de artsen, en dus was ik ervan overtuigd dat wij voor eens en altijd af waren van dit thema. Het is een goed akkoord, zowel op politiek als op financieel vlak. De chirurgen gaan er niet op achteruit en, vooral, de patiënten worden er veel beter van. Dat was uiteindelijk de bedoeling van ons allen toen wij startten met de aanpak van dit probleem. Al probeer ik dat al anderhalf jaar te doen, ook vandaag zal ik het verhaal opnieuw even nuanceren. Blijkbaar zijn er een aantal knelpunten opgedoken in verband met dit akkoord, en volgens de chirurgen zijn deze veeleer van technische dan wel van financiële aard. Blijkbaar is er wat onduidelijkheid ontstaan over een van de paragrafen, over de verdeling tussen eenpersoons- en tweepersoonskamers, die in een 60/40-verhouding zou moeten gebeuren. Voor de chirurgen is het onduidelijk wat er dan gebeurt als zij pakweg in oktober reeds een limiet bereikt hebben van patiënten in een eenpersoonskamer. Wil dat zeggen dat zij de patiënten die vanaf dan een eenpersoonskamer vragen, moeten wegsturen? Of moeten zij deze patiënten het volgende jaar laten terugkomen? Bovendien is er onduidelijkheid over de reden waarom de ingreep in een erkend borstcentrum moet gebeuren, aangezien de expertise hiervan niet in handen ligt van de plastisch chirurgen maar wel van de gynaecologen en algemene chirurgen die de originele tumor opereren. Het is perfect mogelijk dat een patiënt geopereerd wordt voor haar kanker in een erkend borstcentrum, maar in een tweede fase naar een plastisch chirurg gaat die mogelijk niet verbonden is aan een centrum. Kunt u hieromtrent verdere uitleg geven? Een derde probleem is blijkbaar nog steeds de plafonnering van de ereloonsupplementen. Dit blijft blijkbaar gevoelig liggen, omdat de plastisch chirurgen vrezen dat dit als een precedent zou kunnen beschouwd worden voor andere specialisten. Eerlijk gezegd, ook daar volg ik de collega’s eigenlijk niet meer. Mevrouw de minister, is het een optie om eventueel nog te sleutelen aan enkele van deze randvoorwaarden, om alzo het ondertekenen van het akkoord te bespoedigen? U zegt vandaag in de media dat u maatregelen zult nemen. Wat kunt u in deze situatie nog doen?
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u103	[[13.03 Minister Maggie De Block:]] Mijnheer de voorzitter, mevrouw Jiroflée, mevrouw Capoen, nogmaals, een reconstructie met eigen borstweefsel voor vrouwen die een amputatie moesten ondergaan na borstkanker of omdat zij een hoger risico op borstkanker hebben, is geen luxe. Het is ook geen esthetische chirurgie, maar louter het herstel van het lichaam in zijn oorspronkelijke staat, voor zover dat mogelijk is. Ik vind dat elke vrouw daar recht op heeft. Het is ook een kwestie van respect voor de patiënt. Wij hebben het overleg tussen het RIZIV, de ziekenfondsen en de representatieve artsen­syndicaten meer dan een jaar de kans gegeven om te resulteren in een akkoord. Ik heb natuurlijk begrip voor het feit dat het om een technisch moeilijke ingreep gaat waartegenover een correct loon moet staan. Er zijn echter nog andere moeilijke ingrepen, zoals een oogoperatie, neurochirurgie of een Whipple-operatie bij een pancreastumor, en die ingrepen worden ook redelijk verloond. Die mensen horen wij niet klagen. Kortom, ik heb het overleg tussen het RIZIV, de ziekenfondsen en de vertegenwoordigers van de artsen maximaal gesteund. Er is ook een budget vrijgemaakt van ongeveer 2,5 miljoen om de erelonen te kunnen verhogen. De honoraria zijn verhoogd naar bijna 3 000 euro voor de reconstructie van één borst en naar meer dan 4 500 euro voor de reconstructie van twee borsten. Daarbij is voor een eenpersoonskamer nog altijd een honorariumsupplement van 100 % mogelijk. Reken het verlonen daarvoor dus maar uit. De esthetische supplementen zijn verboden, dat werd wel degelijk opgenomen in het akkoord, maar nu hoor ik dat sommige plastisch chirurgen vinden dat deze regeling onvoldoende is. In ieder geval, wij horen dat de conventie hier en daar in de ziekenhuizen al in behandeling is en dat de mensen bereid zijn erop in te gaan. Er zijn er wel telkens een paar die de kat de bel aanbinden en daarvan de patiënt het slachtoffer maken. Wij zijn nu drie maanden verder en kregen het bericht van één enkel ziekenhuis dat al een formeel ondertekend exemplaar aan het RIZIV heeft bezorgd. Ik vind dat niet genoeg en ik doe een oproep om dit tegen het einde van de maand toch te regelen. Er moet een regionale spreiding zijn, zodat elke vrouw in de nabijheid kan worden geholpen. Ik kan dus niet langer toelaten dat vrouwen het slachtoffer zijn van deze situatie. Er was toevallig al een ontmoeting gepland tussen mijn kabinet en de esthetisch chirurgen omdat wij nogal wat echo’s hadden gehoord. De ontmoeting vindt volgende week plaats en ik zal dan de knelpunten die u hier aanhaalt en die veeleer van technische aard zijn, zeker vermelden. Ik wacht dus nog twee weken en ik hoop dat er nog ziekenhuizen zullen laten weten dat de conventie onderweg is. Indien dat effectief onvoldoende resultaat oplevert, dan zal ik verplicht zijn om een regeling uit te werken waardoor elke vrouw gegarandeerd deze behandeling kan krijgen zonder de hoge ereloonsupplementen te moeten betalen.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u104	[[13.04 Karin Jiroflée (sp.a):]] Mevrouw de minister, over de grond van de zaak zijn wij het duidelijk eens. Wat ik u vraag is om nu te laten zien aan welke kant u staat. Wacht niet langer, kanker wacht ook niet.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u105	[[13.05 An Capoen (N-VA):]] Mevrouw de minister, ik dank u voor uw antwoord. De N-VA-fractie steunt u ten volle in dit dossier. Volgens mij is het akkoord nog steeds niet dood, maar het probleem moet nu opgelost worden. Ik vraag ook aan de chirurgen om redelijkheid aan de dag te leggen in dit dossier. Misschien moeten wij er in de toekomst echter ook voor opletten dat men de nomenclatuurdiscussies zuiver houdt, zonder al te veel randvoorwaarden die het probleem moeilijker maken en de oplossing minder transparant.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u106	[[14.01 Marco Van Hees (PTB-GO!):]] Madame la ministre, j'espère que nous aurons plus de réponses de votre part que du premier ministre, en tout cas s'agissant des économies prévues dans les soins de santé. Je me rappelle cette une du journal Le Soir, il y a juste un mois (le 13 septembre): "Maggie De Block à Bart De Wever: 'Pas touche aux soins de santé' ". Et ceci: "La ministre Open Vld des Affaires sociales réplique vertement aux propositions du chef de la N-VA, Bart De Wever"… qui nous a quittés, qui n'est plus là. Madame la ministre, au contraire de ce que vous disiez il y a un mois, la presse indique que l'épure budgétaire à venir prévoit de sérieuses économies dans les soins de santé. Si c'est vrai, pourquoi ce changement? Vous disiez, il y a peu, que si nous poussons plus loin dans les économies, ce sera sur le dos des patients. Sera-ce donc le cas? Il est question de 900 millions d'euros; pouvez-vous en dire plus? Il y a 700 millions qui viennent de l'accord de gouvernement et 200 millions supplémentaires … Quel est alors le montant des efforts à réaliser sur les soins de santé dans l'effort budgétaire de 4 milliards? Quelles seront les mesures? Nous parlons de médicaments plus chers: quelle augmentation et quel montant? Nous parlons notamment des antibiotiques. Il y a des antibiotiques qui peuvent être néfastes s'ils sont mal prescrits. Mais, je suppose que votre raisonnement n'est quand même pas de dire que, comme il y a des antibiotiques qui sont mauvais dans certains cas, nous allons réduire le remboursement pour améliorer le problème médical. Enfin, j'en viens au modèle kiwi. S'il y a des économies à réaliser en soins de santé, faut-il que ce soit toujours, comme ce gouvernement le réalise systématiquement, sur le dos des patients? N'est-ce pas l'occasion de mettre sur pied un modèle kiwi, c'est-à-dire un appel d'offres qui met en concurrence les différentes multinationales du médicament pour proposer et pour rembourser le meilleur médicament, au meilleur prix.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u107	[[14.02 Maggie De Block, ministre:]] Monsieur Van Hees, sur la base des estimations techniques de l'INAMI en septembre 2016, il était déjà clair qu'un effort de 665 millions d'euros serait nécessaire pour que le budget des soins de santé reste sur la bonne voie. De plus, il était clair, dès le début de la législature, qu'il serait nécessaire de fournir un effort supplémentaire d'au moins 53 millions d'euros en 2016. Lors du conclave budgétaire, nous avons pris d'autres mesures, mais elles ne sont pas encore finalisées, le premier ministre nous l'a dit. Sans vouloir anticiper le résultat du conclave, je peux déjà vous communiquer que je veillerai à ce que le patient soit épargné autant que possible au moment de fournir ces efforts dans le secteur des soins de santé. Je tenterai d'exécuter mon exercice budgétaire de manière rigoureuse par le biais de réformes mais aussi en accélérant nos réformes et en éliminant le gaspillage. En ce qui concerne le secteur des médicaments, je lui demanderai de contribuer à l'exercice d'économies. J'ai conclu un pacte d'avenir avec ce secteur, dans lequel l'accent est mis sur l'accessibilité et le respect du cadre budgétaire. Le secteur pharmaceutique fournira de grands efforts afin de respecter son trajet budgétaire. En ce qui concerne le modèle kiwi, je suis ici depuis 1999 et on a parlé du grand kiwi avec M. Demotte, du petit kiwi, du kiwi light. Ensuite, il y a eu un kiwi mort. Je veux bien recommencer toutes ces discussions mais ce modèle ne donne pas l'opportunité de l'innovation pour le patient, alors que l'innovation est importante pour moi. Ce modèle vient de Nouvelle-Zélande mais nous ne sommes pas en Nouvelle-Zélande, nous sommes dans un marché européen. Je veux bien recommencer tous ces débats mais le kiwi reste mort pour moi.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u108	[[14.03 Marco Van Hees (PTB-GO!):]] Au moins, madame la ministre, vous avez la qualité de la franchise: "Le kiwi reste mort". En ce cas, je ne sais pas comment interpréter votre propos selon lequel le secteur pharmaceutique va contribuer de manière significative. En effet, s'il existe bien une manière de le faire contribuer, c'est avec un modèle kiwi. Il y a eu le grand kiwi, le petit, le light et, à présent, le mort. Vous voulez qu'il le reste. J'en prends bonne note. En revanche, vous êtes aussi imprécise que le premier ministre au sujet du coût imposé par l'effort budgétaire aux patients. Vous ajoutez en une formule qui serait savoureuse si elle n'était malheureuse pour eux: "Nous allons les épargner autant que possible". Mais vous n'allez pas élaborer de modèle kiwi visant à faire payer les multinationales. J'en conclus que le patient sera la grande victime de cet effort budgétaire, une fois de plus, malgré vos propos et ceux du premier ministre.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u109	[[15.01 Daniel Senesael (PS):]] Monsieur le président, madame la ministre, j'ai envie de dire "alléluia, alléluia, alléluia"! Un accord intrabelge est enfin intervenu sur les objectifs climatiques mais j'ai l'impression d'être dans du théâtre de boulevard, un certain Feydeau joué en trois actes. Acte 1er: l'intrigue. Décembre 2015, en fanfare et avant la Conférence de Paris, on annonce la signature d'un grand accord. Dix mois plus tard, on voit enfin peut-être le bout du tunnel. Entre-temps, heureusement, on n'a pas retrouvé la Flandre les pieds dans l'eau parce que c'était le bout de ce BHV climatique. Acte 2: la grosse farce. En effet, les trois Régions se réunissent, finalisent un accord, alors que vous n'êtes pas à la table des négociations. De surcroît, la presse s'empare du sujet et dit qu'une ambiance constructive règne entre les protagonistes. Madame la ministre, que faisiez-vous pendant ce temps-là? Comment avez-vous contribué à la finalisation de cet accord? Acte 3: épilogue chaotique. En effet, madame la ministre, en décembre 2015, à cor et à cri et en fanfare, on annonce la signature de cet accord. On dit que 300 millions d'euros dorment profondément sur un compte bloqué chez bpost et, pendant ce temps-là, les Régions attendent impatiemment les 210 millions d'euros qui leur sont dus pour mener des politiques environnementales positives et innovantes. Tel Feydeau, madame la ministre, mes questions seront au nombre de ces actes. Elles seront trois. Premièrement, confirmez-vous l'accord qui est intervenu entre les trois Régions? Confirmez-vous que vous étiez bien sur la photo finale de cet accord? Deuxièmement, est-il exact que les 210 millions d'euros qui doivent être versés aux Régions le seront sans délai, comme vous l'avez répété en juillet dernier? Je répète "sans délai". Écrivez-vous bien sans S-A-N-S?
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u110	[[15.02 Marie-Christine Marghem, ministre:]] C-E-N-T.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u111	[[15.03 Daniel Senesael (PS):]] Enfin, l'impact sur le budget fédéral de ce versement de 210 millions sera-t-il mesurable? En d'autres termes, et selon les impératifs européens, le compte bpost est-il consolidé dans l'entité 1? Cela a des répercussions indéniables sur les trajectoires budgétaires. Merci de vos réponses, madame la ministre.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u112	[[15.04 Jean-Marc Nollet (Ecolo-Groen):]] Monsieur le président, je n'ai pas le talent de notre collègue M. Senesael. Je vais le faire de manière très sobre, comme d'habitude. Madame la ministre, vous sortez d'un épisode peu glorieux. J'ai pu lire les propos de vos collègues régionaux sur la manière dont la négociation n'a pas été menée. Même après l'accord, M. Tommelein est encore intervenu dans les médias pour dire ce qu'il pensait de votre rôle dans cet accord. Mais je dirais: qu'importe. Ce qui compte, et c'est ma question, c'est de savoir quelles leçons vous tirez de ce processus de burden sharing 2020 pour la suite. Parce qu'au-delà du fait qu'il faut se réjouir qu'il y a enfin un accord, que vous avez eu au mois de décembre, qui est traduit dans un texte et qui maintenant va passer dans les différents gouvernements, au comité de concertation et aux parlements, au-delà, il faut déjà penser à l'avenir et notamment, aux enjeux 2030-2050. Madame la ministre, ma seule question est la suivante: quelles leçons tirez-vous de cet épisode peu glorieux pour améliorer le processus pour les épisodes à venir? Des enjeux beaucoup plus importants sont devant nous. Ce qui a été traduit dans le texte est presque riquiqui par rapport aux enjeux à 80 et à 90 % de réduction de CO2 d'ici 2050. J'ose donc espérer que vous retirez de bonnes leçons de l'épisode qui vient de se clôturer et qui a été magnifiquement représenté ici par notre collègue.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u113	[[15.05 Marie-Christine Marghem, ministre:]] Monsieur le président, je remercie MM. Senesael et Nollet pour leur talent; un talent caché en ce qui concerne M. Senesael et M. Nollet, dans un exercice de sobriété qui ne lui est pas habituel. Ceci dit, l'accord noué sur le dernier point, qui ne concernait que les Régions, se devait d'être résolu par elles. Elles l'ont fait. Où étais-je à ce moment-là – puisque vous représentez cela comme une pièce de Feydeau? J'étais en coulisse, évidemment. Pourquoi? Parce que j'avais proposé, depuis plusieurs semaines, trois options et que la Wallonie et la Flandre ont opté pour la deuxième et sont venues me le dire. Car, pour nouer un accord de coopération, il faut que le fédéral soit d'accord avec ce qui concerne les Régions. Quel était ce point précis? Je l'ai déjà dit plusieurs fois, c'était la possibilité pour l'une des Régions de vendre ses statistiques si elle a fait des efforts qui dépassent ses objectifs à l'autre Région, en l'occurrence la Flandre, laquelle pourrait ne pas atteindre ses statistiques en 2020. Ainsi, ce point a été tranché (option 2) et inscrit dans l'accord de coopération. J'espère qu'il sera signé demain par tous les ministres concernés, qu'il partira devant chaque gouvernement et ensuite devant le comité de concertation. Pour répondre à votre question, cela entraînera la libération des fonds, quand chaque entité aura créé la niche qui permet de recevoir ces fonds spécifiques qui sont tous, aussi bien au niveau fédéral qu'au niveau des Régions, en dehors des budgets. Les sommes versées en provenance de l'Europe sont destinées à des politiques spécifiques et non à répondre à toutes les dépenses des budgets fédéral et régionaux. Il importe dès lors que chacun ait la possibilité de désigner dans son budget – ce qui se fait par les parlements – l'endroit où vont se loger ces politiques. La plupart du temps, on le fait via des fonds créés de façon à pouvoir recevoir cet argent. Pour aller plus loin, en cas de fonds de ce type, la Région bruxelloise demande expressément, depuis le début – cela figure dans le compte rendu de nos échanges –, de recevoir la somme qui lui est dévolue en quatre fois à partir de janvier 2017 jusqu'en 2020 pour que les recettes qu'elle reçoit sur ce périmètre circonscrit d'un fonds soient, chaque année, égales aux dépenses, ceci afin d'éviter d'être comptabilisées dans les normes SEC.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u114	[[15.06 Daniel Senesael (PS):]] Monsieur le président, madame la ministre, je vous remercie pour votre réponse. Cela dit, je voudrais être le souffleur de Feydeau en vous demandant, madame la ministre, d'être davantage proactive et surtout de ne pas noyer le poisson dans vos réponses. Il faut que vous teniez vos promesses et vos engagements. Vous avez déclaré, en décembre, et confirmé, en juillet, que les fonds seraient versés sans délai. Les Régions ont pris leurs dispositions pour accueillir ces fonds et elles ont à leur agenda des politiques innovantes, créatrices et actives à mener sur le terrain. S'il vous plaît, madame la ministre, faites en sorte que ces fonds soient débloqués dans les meilleurs délais! Il y va du bien-être et de l'avenir de notre climat.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u115	[[15.07 Jean-Marc Nollet (Ecolo-Groen):]] Monsieur le président, je ne souhaite pas créer un incident, mais force est de constater que Mme la ministre a répondu à M. Senesael au sujet des fonds, mais pas au sujet de la prospective.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u116	[[15.08 Marcel Cheron (Ecolo-Groen):]] La réponse de la ministre est passée inaperçue!
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u117	[[15.09 Laurette Onkelinx (PS):]] Il est vrai que Mme la ministre n'a pas répondu à cette question.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u118	[[15.10 Jean-Marc Nollet (Ecolo-Groen):]] Ou alors, monsieur Cheron, Mme Marghem a déjà annoncé son futur rôle pour ce qui concerne la prospective: dans les coulisses!
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u119	[[16.01 Georges Dallemagne (cdH):]] Monsieur le ministre, nous l'avons échappé belle le mercredi 5 octobre à Zaventem. Il s'agit d'un incident rare, mais très grave, puisqu'à 20h41, selon les informations qui ont été confirmées depuis lors, un avion au décollage a failli en téléscoper un autre qui atterrissait. Cette catastrophe aérienne évitée à neuf secondes près est due à une erreur humaine. Un avion qui n'a pas attendu le "Go!" de la tour de contrôle pour décoller, cela peut arriver… L'autre cause est l'utilisation fautive de la piste 01. On sait qu'elle est dangereuse, parce qu'elle est courte et qu'elle n'est pas équipée électroniquement de manière convenable et puis, surtout, parce qu'elle croise les autres pistes. On ne peut y recourir que lorsque le vent l'impose. Or, à cette heure-là, les relevés de vent sont unanimes à indiquer que le vent n'imposait pas l'utilisation de la piste en question. Il y avait en effet entre 4 et 6 nœuds de vent d'est (soixante degrés). C'est donc la piste 07 ou éventuellement, en cas de rafale, la 25 qui aurait dû être utilisée. Pourtant, on a employé la 01 en contrevenant aux instructions du gouvernement, à la loi et aux AIP (aeronautical information publications). C'est extrêmement grave. Le danger est bien réel et la catastrophe a été évitée de justesse. Monsieur le ministre, j'entends que vous avez demandé un audit à la DGTA. C'est un aveu. Vous reconnaissez ainsi que celle-ci ne peut pas remplir son rôle légal, qui consiste à connaître en temps réel et de manière permanente la manière dont Belgocontrol travaille. C'est l'aveu que votre administration ne dispose pas des informations relatives aux composantes de vent en temps réel qui justifient l'utilisation des pistes. Ce que je vous demande, monsieur le ministre, c'est évidemment de faire toute la clarté sur cette affaire et de faire en sorte qu'enfin, la loi ainsi que les décisions de justice soient respectées et que l'on cesse d'abuser du recours à cette piste ou à d'autres. L'administration de Belgocontrol doit rester sous votre contrôle et appliquer les règles qui lui ont été imposées. De la sorte, la tranquillité, la qualité de vie et la sécurité des riverains seront garanties.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u120	[[16.02 Véronique Caprasse (DéFI):]] Monsieur le ministre, il est clair que ce qui s'est passé est vraiment alarmant. Cet incident n'aurait jamais dû arriver. Aucune contrainte opérationnelle ou météorologique n'imposait l'utilisation de la piste d'atterrissage 01. À nouveau, le choix des pistes opéré par Belgocontrol doit être vivement condamné. Le non-respect flagrant des prescrits de la cour d'appel du 17 mars 2005 doit être sanctionné. Vous devez prendre vos responsabilités, monsieur le ministre et tout particulièrement dans un dossier aussi important, lorsque la sécurité des passagers est jeu, mais aussi lorsqu'il s'agit de tous les riverains de Bruxelles-National. J'espère que vous en êtes conscient: l'utilisation excessive, et dans ce cas abusive, de la piste 01 est directement liée au survol intensif de la Région bruxelloise. Ce dossier, je le rappelle, est au point mort depuis votre entrée en fonction. Vous avez demandé un audit. Nous en attendons le résultat. Je ne peux que vous demander de confirmer de manière absolue le principe de non-survol des zones densément peuplées. Chaque jour, c'est plus d'un million de personnes qui sont touchées par les survols. J'aurais pu vous inviter hier soir dans mon quartier. Vous auriez compris que c'est absolument insupportable. Instaurer un organisme de contrôle indépendant est aussi absolument nécessaire; des avions interdits de vol continuent à décoller la nuit. Les niveaux de bruit ne sont ni surveillés, ni respectés. Les normes de vent sont quasiment systématiquement violées. Et on vous demande aussi tout simplement de respecter l'arrêté Gosuin. Le dispositif légal est déjà en place, alors pourquoi ne pas l'utiliser et le faire respecter? Mes questions sont les suivantes, monsieur le ministre. Allez-vous, grâce à cet audit, mais aussi de manière générale, enfin faire toute la transparence quant aux décisions prises par Belgocontrol en matière de choix des pistes? Quand un organisme de contrôle indépendant sera en place, qu'en sera-t-il? Allez-vous enfin – cela aurait dû être fait depuis de nombreuses années – mettre en place une gestion du trafic aérien organisée dans le respect des normes légales applicables?
