ParlaMint-BE_2015-12-18-54-plenair-ip091x.u1	[[De voorzitter:]] De vergadering is geopend. La séance est ouverte.
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u42	[[01.39 Georges Gilkinet (Ecolo-Groen):]] J'ai lu les mêmes documents que vous. Je ne nie pas que le Bureau du Plan et la Banque nationale estiment que ce tax shift de 6 ou 8 milliards devrait permettre de créer de l'emploi, et je m'en réjouis. Il s'agit d'une dépense importante, c'est un investissement, dans un contexte budgétaire difficile et le rapport entre le coût et l'emploi créé, l'utilisation rationnelle et efficace des moyens, est réellement problématique. Je ne demande pas mieux qu'il y ait plus d'effets retours qu'annoncé, qu'il y ait plus d'emploi qu'annoncé et plus de nos concitoyens qui pourront sortir d'une situation qu'ils n'ont pas choisie et donc plus de financement de la sécurité sociale. Mais vous niez tous les indicateurs qui montrent que ce ne sera pas le cas et qu'on va arriver à un déficit encore plus grand, que vous voudrez résoudre avec des mesures encore plus dures que celles qui ont déjà été prises par votre gouvernement et par le précédent. Vous n'avez pas accepté de faire suffisamment d'efforts au niveau des revenus des capitaux. Vous avez une vision de l'économie extrêmement classique et vous n'avez pas de vision sur les secteurs de l'économie qui seront les moteurs d'emplois, de bien-être et de prospérité mieux partagés. Je le regrette, même s'il y a des éléments positifs. Je le redirai tout à l'heure.
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u43	[[01.40 Benoît Piedboeuf (MR):]] En effet, nous n'avons pas la même vision. Nous sommes d'accord, nous ne voyons pas la même chose. Je le redis, nous ne savons pas si nous allons y arriver mais nous sommes sûrs que si on ne fait pas ce que l'on fait, on n'y arrivera pas. Face à la stratégie déployée par certains, qui essayent de faire peur aux pensionnés, face aux approximations sloganesques qui, au fur et à mesure que l'on répond, passent du slogan à la caricature outrancière, nous opposons une liste de mesures qui, de l'annonce d'actions, s'est transformée en textes de lois que nous allons voter avec enthousiasme et conviction. D'autres épluchent les programmes électoraux, tentant de faire croire à un renoncement voire à un mensonge – cela devient un vocabulaire à la mode. On sait que l'insulte est l'arme des faibles. Je dirais à tous ces esprits chagrins, reprenant une phrase d'Alfred Capus, qu'"il faut rêver très haut pour ne pas réaliser trop bas". C'est ce que nous essayons de faire! Chacun apporte sa sensibilité, ses préférences, ses impossibilités et la synthèse se traduit par des mesures fortes et ambitieuses. Dans un contexte économique difficile, avec un taux de croissance laborieux, nous voulons insuffler du dynamisme.
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u44	[[01.41 Ahmed Laaouej (PS):]] Monsieur Piedboeuf, je vous apprécie beaucoup. Je trouve qu'on travaille très bien en commission des Finances. Par ailleurs, nous avons un excellent président de commission. Néanmoins, je ne vois pas où il y a eu des insultes. Je trouve que c'est outrancier. Très sincèrement, je pense que le débat mérite mieux. Je ne vois pas où il y a eu des insultes dans mon intervention.
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u45	[[01.42 Benoît Piedboeuf (MR):]] Pas du tout! Pas de votre part. J'évoquais ici les termes de mensonge qui sont si souvent utilisés ces derniers mois en Wallonie en général. Je ne faisais pas allusion à vous. Et concernant l'épluchage du programme électoral, je faisais allusion à la dernière intervention de M. Maingain en commission mais je ne m'y attarde pas étant donné qu'il n'est pas présent.
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u46	[[01.43 Marco Van Hees (PTB-GO!):]] Monsieur Piedboeuf, lors de son intervention, j'ai félicité M. Laaouej. Or je tiens aussi à vous féliciter jusqu'ici pour votre discours car c'est un discours assez général, presque un conte philosophique de Noël. Cela convient bien en cette période. Quelque part, votre discours et l'intonation de votre voix sont assez réconfortants. Tous les collègues et tous ceux qui nous écoutent dans ce pays seront réconfortés. Cet apport de votre part est assez positif en cette période de Noël. Le réveil sera dur dès le 1er janvier 2016 mais je pense effectivement que votre discours est approprié. Donc, n'entrez pas trop dans les détails! Pour cela, on peut largement vous faire confiance. C'est ce que vous avez évité de faire jusqu'ici. Le ton est, quant à lui, aussi approprié. Je vous remercie, monsieur Piedboeuf.
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u47	[[01.44 Benoît Piedboeuf (MR):]] C'est donc la concorde et l'esprit de Noël. Hosanna au plus haut des cieux! Un premier objectif est d'augmenter la compétitivité. Mon collègue, Ahmed Laaouej, a salué les mesures positives. Nous pensons que la diminution des charges patronales sur les entreprises de 33 à 25 % à terme est une bonne mesure. Cela permet de supprimer le handicap salarial avec nos pays voisins. Que vous le vouliez ou non, c'est comme cela! On soutient les indépendants et les PME avec une exemption de cotisations patronales pour le premier emploi. C'est une mesure forte. Il y a une diminution graduelle des cotisations sociales. C'est une mesure forte. Comme M. Laaouej l'a dit, il y a l'augmentation de la déduction pour investissements de 4 à 8 % et la même choses en ce qui concerne les hautes technologies. Ce sont des bonnes mesures qui sont de nature à relancer l'activité économique et à donner de l'enthousiasme à l'investissement. Il faut aussi mentionner les anticipations de la dispense de précompte professionnel, mesure initialement prévue pour 2019, mais qui a été ramenée à 2016. Il en va de même pour le secteur des hautes technologies. Ensuite, nous encourageons aussi le privé à s'investir dans le domaine de la construction des logements sociaux et des écoles par la diminution du taux de TVA. Le deuxième objectif est le renforcement du pouvoir d'achat pour récompenser davantage encore le travail. Une première étape a consisté en la réduction des charges professionnelles forfaitaires, l'extension du bonus à l'emploi et du bonus social. La deuxième se présente sous la forme d'une augmentation de ces derniers. La troisième impliquera une hausse des frais professionnels forfaitaires, la réforme des tranches d'imposition et la majoration de la quotité exemptée. Ce sont des éléments très importants en termes de pouvoir d'achat. Le financement de cette réforme fut souvent abordé. En dehors de ce qui a été évoqué, il repose sur une taxation du capital. Nous reviendrons à cet égard sur la perception de la taxe Caïman, sur laquelle j'espère que nous pourrons nous mettre d'accord aujourd'hui. La taxe sur la spéculation est un autre instrument. Pour le moment, on parle de six mois. Pourquoi pas six mois et un jour ou encore sept mois? À un moment donné, il faut bien définir et fixer le cadre. Ce qui est visé, c'est la spéculation, comme l'a rappelé le ministre des Finances. Voilà de quelle manière nous envisageons la spéculation à court terme. S'agissant du renforcement de la lutte contre la fraude fiscale, nous avons vu que le ministre avait développé un plan, que nous soutenons. Bien sûr, des précisions doivent encore être apportées. Si vous me demandez si le MR est d'accord avec ceci ou avec cela, je vous répondrai ce que j'ai déjà dit en commission: on ne peut pas être d'office contre certaines mesures, qu'il faut évidemment encadrer, telles les visites domiciliaires ou les perquisitions – thème d'actualité qui fut évoqué. Nous en discuterons.
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u48	[[01.45 Georges Gilkinet (Ecolo-Groen):]] Monsieur Piedboeuf, vous l'avez effectivement dit en commission. Mmes Wouters et Van Cauter avaient incendié avant vous les options les plus tranchantes du ministre. Par conséquent, vous ne vous mouillez pas beaucoup. Vous savez qu'aucun consensus ne sera dégagé au sein du gouvernement autour des mesures présentées dans la note "Lutte contre la fraude fiscale" de M. le ministre, que nous avions saluées. Je vais jouer à l'optimiste. Allez-vous soutenir nos propositions visant à appliquer au sein de notre administration fiscale les mêmes standards d'échange d'informations que ceux que nous venons d'adopter dans le cas des étrangers disposant de comptes en Belgique? Nous avons débattu hier avec le ministre de la Justice – et ce fut un peu dur pour lui – de la lutte contre le terrorisme, qui implique aussi de combattre le financement du terrorisme. Mais en ce qui concerne la lutte contre la grande criminalité financière et la grande fraude fiscale, laquelle coûte 10 à 20 milliards par an aux finances publiques, serez-vous notre allié en ce domaine? Vos propos ne vous engagent pas énormément. Malheureusement, la note de politique du ministre, qui n'avait pas été approuvée par le gouvernement, était un enterrement de première classe, un feu de paille. Cependant, je prends acte avec intérêt de votre engagement à être notre allié; je vous proposerai donc de cosigner les textes que nous déposons à ce sujet. Avant vous, nous avons eu un ministre des Finances libéral durant plus de dix ans. Celui-ci n'a pas organisé spécialement efficacement la lutte contre la fraude fiscale. C'est un euphémisme.
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u49	[[01.46 Benoît Piedboeuf (MR):]] Il faut faire le travail au moment où il se présente. Il y a des moments pour tout. Nous sommes tous d'accord sur le sujet de la lutte contre la fraude fiscale. Nous voulons tous que chacun paye l'impôt qu'il doit. Nous allons travailler à déterminer ce que le MR et moi-même allons soutenir. Je n'ai aucun problème à travailler sur tous les sujets. Pour prendre l'exemple de la visite domiciliaire, lorsque l'on sait qu'il y a fraude avérée, grave, et en train de se produire, nous pouvons très bien concevoir tout un arsenal de mesures. Il convient simplement de bien cadrer les choses. On ne peut pas faire de visites domiciliaires chez tous les commerçants à toute heure du jour et de la nuit. Il faut bien doser les moyens, et c'est ce que le ministre des Finances a dit dans son exposé. Il faut que les moyens soient appropriés à ce que l'on cherche. Nous allons établir ensemble des moyens appropriés. Il n'y a pas de tabous. Nous devons arriver au résultat que nous nous sommes fixé. Nous avons voté un budget dans lequel sont prévues des recettes de la lutte contre la fraude fiscale. Nous voulons bien entendu percevoir ces recettes. J'en viens aux informations. Nous allons déjà nous occuper de toutes celles qui viennent des banques du monde entier pour essayer de faire fonctionner nos arsenaux de taxes. Nous verrons ensuite ce que nous ferons en Belgique. Je renvoie à MM. Laaouej et Van Hees; le fisc belge dispose de toute une série de moyens pour arriver à ces résultats. J'ai été conseiller fiscal. Je me suis battu avec le fisc et celui-ci a des moyens. Il ne faut pas dire que le contribuable belge n'est pas contrôlé. La Banque nationale et le Bureau du Plan ont par ailleurs estimé l'impact et, en établissant tous les paramètres macroéconomiques, ils concluent à une amélioration significative de la croissance, de l'emploi et du revenu disponible des ménages. Ce n'est pas nous qui le disons, ce sont eux. Les deux simulations prévoient aussi, de façons diverses et on le verra probablement au mois de janvier, des effets retour. Ceux-ci sont différents d'un organisme à l'autre et nous en discuterons si le président de la commission est d'accord pour que l'on auditionne les responsables de ces organismes afin qu'ils nous expliquent leurs modèles économiques. Je ne serai pas beaucoup plus long parce que l'on a déjà tout dit et redit depuis des semaines. Nous avons cheminé pour mettre une équipe en place. Le gouvernement a réussi un programme de convergence d’idées et d’ambitions. Tout au long de l’année, les équipes ont travaillé à mettre en œuvre ce moteur de développement avec conviction. Notre groupe soutiendra avec calme mais ardemment cette grande réforme fiscale et sociale qui parie sur l’avenir.
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u50	[[01.47 Roel Deseyn (CD&V):]] Mijnheer de voorzitter, mijnheer de minister, mevrouw de minister, collega’s, CD&V is naar de kiezer gestapt met economische groei en sociale vooruitgang. Wij bevinden ons nu in de tijd van de wensen.
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u51	[[01.48 Karin Temmerman (sp.a):]] (…)
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u52	[[01.49 Roel Deseyn (CD&V):]] U moet de evaluatie op het einde maken, mevrouw Temmerman. Het is nooit goed om te evalueren aan het begin. Mevrouw Temmerman en mijnheer Vanvelthoven, als bepaalde partijen wensen uitspreken tijdens een verkiezingscampagne, dan worden die al te snel gekwalificeerd als loze verkiezingsbeloften. Het is duidelijk dat wat nu voorligt, de toets kan doorstaan van wat wij toen hebben gezegd: economische groei en sociale vooruitgang. Het zou pas asociaal zijn als wij ons niets zouden aantrekken van de pensioenen en de verhoging van de pensioenleeftijd en als wij dat zouden laten liggen voor de generatie politici die na ons komt. Het was nota bene uw gewezen partijvoorzitter die zei dat hij wel wist wat er moest gebeuren met de pensioenen, maar dat hij daar niet mee verkozen zou geraken. Welnu, wij willen onze kiezers over vijftig jaar ook nog in de ogen durven kijken op dat punt.
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u53	[[01.50 Karin Temmerman (sp.a):]] (…)
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u54	[[01.51 Roel Deseyn (CD&V):]] Mevrouw Temmerman, men kan nooit zijn kiezers bedriegen door zich te engageren. Collega’s, dat is ook precies de reden waarom de taxshift in het regeerakkoord staat. Een eerste taxshift heeft al plaatsgevonden. Het gaat namelijk niet om zomaar één ijkingsmoment dat voorligt als een volledig pakket. Nee, het gaat werkelijk om een opbouw door deze regeringsploeg, met deze meerderheid. Een eerste taxshift voerden we eind 2014 al door. Nadien hebben wij ook met onze fractie gepleit om nog verder te gaan, om nog een stap vooruit te zetten. Wij hebben gevraagd om de competitiviteit van onze bedrijven te versterken en om in ons land nog meer jobs te creëren. Natuurlijk was de tweede taxshift nodig, zoals door de collega’s in de commissie ook al aangehaald, vanwege de competitiviteit. We mogen immers niet vergeten dat er zich effectief een probleem voordeed met het dalend cijfer van de Belgische export. Dat is hier deze week nog terecht aangehaald tijdens de debatten in de plenaire vergadering over de begroting. Wij zouden kunnen zeggen, misschien in tegenstelling tot sommige fracties, dat het 3D-plan met de drie dimensies, de sociale en economische dimensie, geschraagd door een sterke overheid, vandaag voor een stuk weer meer realiteit is geworden. Het regeerakkoord spreekt in dezen van een substantiële verlaging van lasten, weg van arbeid. Welnu, als u kijkt wat er nu opgeleverd wordt, dan ziet u duidelijk dat wij woord houden. Wij zorgen voor een akkoord met een concrete uitwerking van de taxshift tegen eind 2015. Nauwelijks ruim een jaar na de start van deze regering wordt die economische groei met sociale vooruitgang gerealiseerd. Het is toch wel paradoxaal dat de kritiek dan luidt dat het een kibbelkabinet is en dat men ruzie maakt. Natuurlijk, als het over fundamentele keuzes gaat, botst het extra hard, maar soms moet er ernstig gekakeld worden voor een ei kan worden gelegd. De mensen uit een landelijke omgeving zullen kunnen bevestigen dat er soms wat gevecht tussen de haantjes en de kipjes aan te pas komt voor er iets wordt geproduceerd. Het kibbelen moet dus niet als negatief worden opgevat. De resultaten tellen en die zijn vandaag aan de orde. Zoals ook de kaaimantaks in zijn verdere verfijning, past dit ontwerp in de zoektocht naar een beter fiscaal evenwicht tussen belastingen op inkomsten, kapitaal en consumptie. Een goed evenwicht tussen deze drie pijlers is wat wij voor de lange termijn op onze radar moeten houden. Voor mij is het vreemd dat er voor- en tegenstanders zijn van deze taxshift. Men kan tegenstander zijn van een bepaalde maatregel of van een bepaald artikel, maar vooral mensen die niet gelezen hebben wat hier vandaag op de banken ligt, zeggen dat het geen goede taxshift is of dat zij die niet kunnen steunen. Men kan toch niet ontkennen dat er ook aan de ondersteuning van de koopkracht is gedacht. De oppositie heeft tijdens de besprekingen vaak gedaan alsof de gepensioneerden niet bediend worden door dit ontwerp, alsof zij genegeerd worden in de uitwerking van de taxshift. Wel, er is de volledige financiering en toekenning van de welvaartsenveloppe. Er is ook de minutieuze aanpassing van de bijkomende belastingsvermindering voor pensioenen en vervangingsinkomens. Ik weet wel dat men heeft geschermd met bepaalde scenario’s en dat men met absurde redeneringen heeft geprobeerd aan te tonen dat wat hier wordt gegeven daar weer wordt weggenomen. Wie simulaties maakt, moet echter naar de totaliteit kijken en ook alle verfijningen en alle fiscale en sociale bepalingen globaal bekijken. Dan ziet men dat precies voor de lage inkomens, voor de mensen met lage pensioenen en voor de gepensioneerden in het algemeen zeker koopkrachtverhogende compensaties aan de orde zijn. Ik geef het voorbeeld van de verhoging van het vakantiegeld, dat niet langer fiscaal wordt afgeroomd.
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u55	[[01.52 Ahmed Laaouej (PS):]] Monsieur Deseyn, vous dites qu'on prend un élément et puis un autre et qu'on en tire des conclusions, mais que vous avez une vision globale. Avez-vous un ou deux exemples sous la main? Par exemple, le pensionné qui touche 1 200 euros bruts de pension, que gagne-t-il et que perd-il en tenant compte de tous les éléments (saut d'index, enveloppe bien-être, TVA sur l'électricité, réforme fiscale)? Avez-vous deux ou trois exemples pour étayer votre affirmation selon laquelle tous les pensionnés gagnent au total?
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u56	[[01.53 Roel Deseyn (CD&V):]] Mijnheer Laaouej, u vergeet natuurlijk dat er zeer verfijnde regelingen zijn uitgewerkt precies voor de algehele vrijstelling van de lage pensioenen. Men kan toch niet aan mensen die al volledig onder het regime van fiscale vrijstelling staan, de extra’s laten accumuleren. Men moet nagaan waar de fiscale noden het hoogst zijn. Als u dan denkt aan gepensioneerden, dan kunt u kijken naar het afschaffen of verbreden van bepaalde belastingschijven. Er zijn evenwel ook andere maatregelen, ik denk bijvoorbeeld aan de compensatie rond btw en elektriciteit. U zult dan zien dat ook voor de meest behoeftige gepensioneerden interessante maatregelen aan de orde zijn.
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u57	[[01.54 Ahmed Laaouej (PS):]] Monsieur Deseyn, on ne peut pas affirmer à cette tribune qu'un petit pensionné ressort gagnant de l'ensemble des mesures que vous prenez. Si vous les prenez isolément, par exemple sous l'angle de l'enveloppe bien-être, à ce moment-là bien sûr. Mais c'est l'ensemble que vous devez prendre. À ce stade, on n'a pas ces estimations. On n'a pas reçu un tableau venant du gouvernement, alignant toutes les mesures et tirant le solde. Le ministre des Finances s'exprime sur sa réforme fiscale, le ministre des Pensions nous parle de la revalorisation des basses pensions, un troisième nous dit ce qu'il a fait, sans oublier le saut d'index global et sans oublier qu'on doit aussi intégrer toutes les mesures d'augmentation d'impôt que certains au sein du gouvernement essaient d'occulter. Vous ne pouvez pas à cette tribune affirmer de manière péremptoire que tous les pensionnés vont gagner et qu'aucun ne va perdre. Vous ne pouvez pas dire cela!
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u58	[[01.55 Karin Temmerman (sp.a):]] Ik kan mij alleen aansluiten bij wat de heer Laaouej zegt. Men moet natuurlijk het geheel bekijken. Voor de gepensioneerden in Vlaanderen moet men er dan ook nog eens alle maatregelen bijnemen die de Vlaamse regering genomen heeft. Wanneer u het enkel hebt over de belastingvermindering, dan kunnen twee op de drie gepensioneerden uit de privésector daar niet van genieten. Twee op drie. Dat is toch wel een heel pak. Dan durft u hier nog te beweren dat de regering van alles en nog wat doet voor degenen met de laagste pensioenen. Ik vind dat er echt over.
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u59	[[01.56 Roel Deseyn (CD&V):]] Mevrouw Temmerman, dat is natuurlijk het verschil tussen uw aanpak en de onze. Het is zeer gemakkelijk om het over lineaire maatregelen te hebben, maar hier worden in tijden van budgettaire krapte precies keuzes gemaakt, voor de laagste inkomens en voor de meest kwetsbaren. U zult altijd wel een scenario vinden waarin iemand inderdaad iets minder krijgt dan iemand anders. Dat is normaal. Het is echter van twee dingen een. U kunt niet enerzijds, zeggen dat we nog geen totale simulatie hebben waarbij alle maatregelen verdisconteerd worden en anderzijds, stellen dat u al precies kunt aantonen dat tweederde niet in aanmerking komt voor de ingrepen van de regering. Dat is een weinig coherente redenering. Naast de competitiviteit was ook de rechtvaardige fiscaliteit – dat zal u misschien een beetje meer kunnen doen glimlachen – een thema van de taxshift. Welnu, de voorgestelde taxshift draagt ook bij tot een verhoging van de fiscale rechtvaardigheid. Er zijn belangrijke stappen gezet, die we nog eens in herinnering mogen brengen. Ik heb het over de speculatietaks, de roerende voorheffing en de kaaimantaks. Het is waar, onze partij was daarin zeer ambitieus. Ze heeft in dat verband meer gevraagd. Ik meen echter dat het veel beter is om vandaag een verdedigbaar compromis op de banken te krijgen dan dat men helemaal niet geëngageerd langs de zijlijn staat toe te kijken, zodat er eigenlijk niets kan gebeuren. Het project van een rechtvaardige fiscaliteit blijft natuurlijk belangrijk. Het is ook nog verre van af. Wij zullen dat blijven aankaarten; het zal een beleidslijn blijven wat onze fractie betreft, zodat de focus niet verloren gaat. Wanneer we spreken over een rechtvaardige fiscaliteit, dan gaat het niet enkel om het verschuiven van belastingen. De taxshift heeft hier al verschillende stappen in gezet. We moeten echter ook kijken naar de bestaande regels en de toepassing ervan. Daarom is ook de bestrijding van fiscale fraude een echte topprioriteit. Iedereen heeft dat moeten erkennen en zeker de oppositie heeft dat gedaan. Die was immers in die mate enthousiast dat ze na een lange bespreking stelde maand na maand met een boordtabel te zullen toetsen of het fiscalefraudebestrijdingsplan van de minister goed kan worden uitgewerkt. Als dat geen grote steun is voor de plannen van de meerderheid, dan weet ik het ook niet meer. Fraudebestrijding gebeurt niet alleen op binnenlands vlak, het is een mondiaal gegeven. Het is dan ook zeer goed dat we heel de omzetting van de bijstandsrichtlijn al achter de rug hebben bij het begin van de legislatuur. Er was de voorbije maanden veel scepsis of we überhaupt een dergelijke belastingverschuiving zoals thans voorligt, zouden kunnen realiseren. Uiteindelijk bedraagt het gecumuleerde bedrag van de verschuivingen maar liefst 7 miljard euro. Had onze fractie niet blijvend druk op de ketel gezet en steun gevonden bij de meerderheid, dan waren we nooit tot zo’n mooi bedrag gekomen. De vermogenden en bij uitbreiding degenen die inkomsten uit kapitaal genereren, dragen zowel direct als indirect bij via de roerende voorheffing, de speculatiebelasting, de btw en de accijnzen. De lage lonen en middenlonen worden extra ondersteund door een omvangrijke lastenverlaging en door specifieke maatregelen in verschillende sectoren. Wat de sectorbenadering betreft, zou het aanbeveling verdienen om in toekomstig beleid voor nog meer maatwerk voor de sectoren te zorgen. Men kan de economisch competitieve positie van de ene sector zeer moeilijk vergelijken met die van een andere. Er was natuurlijk algemene urgentie inzake competitiviteit. Er zijn spectaculaire loonlastverlagingen tot stand gekomen als men naar de tabellen kijkt, zeker voor eerste werknemers. Die ingreep is nu gebeurd, maar met het weinige geld, wat in de toekomst beschikbaar zal zijn, zouden best nog gerichtere keuzes worden gemaakt op maat van de sectoren om niet alleen de loonlasten te verminderen, maar ook de competitiviteit te versterken. We hebben de bal van de taxshift aan het rollen gebracht. De oppositie zat daarbij een beetje in de rol van de haas, als ik de fabel van de schildpad en de haas erbij mag halen. De oppositiehaas stelt dan snel de boel te laten ontploffen, omdat het allemaal onjuist is en niet goed geregeld. De oppositiehaas was ervan overtuigd dat hij in het grote springen de schildpad zou verslaan. Het is altijd goed om voor het slapen gaan te luisteren tot het einde van de analogie, of men zou er verkeerde lessen uit kunnen trekken. De meeste van die fabels hebben echter een sterk pedagogisch aspect, mijnheer Laaouej. Misschien mag ik even mijn redenering afmaken?
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u60	[[De voorzitter:]] Maakt u uw redenering af.
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u61	[[01.57 Roel Deseyn (CD&V):]] Ik zal nog even ingaan op onze schildpadpositie. Mijnheer de voorzitter, de schildpad verklaarde dat ze toch zou winnen en zo geschiedde. De haas had zich immers wat mispakt, niet alleen aan de wetten van de natuur, maar vooral aan de wetten van de politiek. Ik kan naar analogie van de fabel verwijzen naar de kritiek en het ongeloof van de voorbije weken en maanden. Er werd gezegd dat er toch niets zou komen van de taxshift. Het zou een dode mus zijn. Het waren enkel woorden en geen daden. Het ging niet ver genoeg. Welnu, de tweede taxshift is er. Het heeft veel tijd en moeite gekost. Nu de geesten echter aan het rijpen zijn, kunnen we op termijn zeker ook komen tot een meer fundamentele herziening van onze fiscaliteit. Mijnheer de voorzitter, de schildpad zal het dus halen!
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u62	[[01.58 Ahmed Laaouej (PS):]] Il faut voir si la carapace de la tortue est aussi solide qu'elle le prétend. Êtes-vous d'accord, monsieur Deseyn, avec les estimations de M. Van Rompuy qui considère qu'il faudra, sans doute, au moins consentir 8 milliards d'efforts supplémentaires, à l'horizon 2019?
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u63	[[01.59 Roel Deseyn (CD&V):]] Zoals bij elke begrotingsinschatting gaat dat over moeilijk te voorspellen evoluties. Men zou natuurlijk een lezing kunnen doen en ik denk dat collega Van Rompuy voldoende argumenten had om te zeggen dat de inspanning die zal moeten gebeuren zeer significant zal zijn en over grote volumes zal gaan. U creëert steeds verwarring omdat u voor de financiering van taxshift niet wilt kijken naar de maatregelen die erin vervat zijn en omdat u de algemene begrotingsuitdaging steeds koppelt aan de maatregelen van de taxshift. Nochtans is de taxshift op zich gefinancierd, de minister heeft dat in overvloed aangetoond. Dat sluit echter inderdaad niet uit dat er in de meerjarenplanning op budgettair vlak nog zeer grote inspanningen moeten gebeuren, die inderdaad gaan over volumes van enkele miljarden. Men mag het een echter niet met het ander verwarren. Men mag niet zeggen dat deze taxshift onverantwoord is want niet gefinancierd omdat er in het algemeen grote budgettaire uitdagingen zijn. Het zijn precies die twee niveaus die u steeds in het debat door mekaar wenst te halen om zo het grote gelijk van de een of de ander te bewijzen.
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u64	[[01.60 Eric Van Rompuy (CD&V):]] Mijnheer de voorzitter, ik ben het eens met wat collega Deseyn zegt. Mijnheer Laaouej, wij verschillen niet zozeer van mening over het objectief. De gouverneur van de Nationale Bank zegt dat wij in 2018-2019 naar een evenwicht moeten gaan, of dat nu nominaal of structureel moet zijn, laat ik in het midden. De Nationale Bank zegt, en dat werd bevestigd door de Europese Commissie, dat wij in 2017 wellicht nog een tekort zullen hebben van 2,5 % van het bnp, dat is ongeveer 9 miljard. De Nationale Bank houdt echter geen rekening met de opbrengsten van de fraudebestrijding en met de mogelijke redesign en schat de opbrengst van de verhoging van de btw op elektriciteit lager in dan de regering. Ik spreek mij niet uit over de fiscale neutraliteit van de taxshift want de commissie heeft geleerd dat men van mening kan verschillen over de opbrengsten. In 2017, 2018 en 2019, en dat staat ook in de algemene toelichting, zullen wij inspanningen moeten leveren, 2 miljard in 2017, 2 miljard in 2018 en 3,2 miljard in 2019. Als men dat optelt, komt men ook ongeveer aan 7 à 8 miljard, wat dezelfde grootteorde is. Wat de opbrengst van taxshift op zich betreft, blijven die maatregelen en zeker de kapitaalopbrengsten zoals de kaaimantaks, de roerende voorheffing en eventueel ook de bestrijding van de fraude, onzekere factoren. Deze zijn verbonden aan kapitaal, belasting en fraudebestrijding en men kan daarop geen exacte bedragen plakken. Dat er in de volgende jaren inspanningen zullen moeten gebeuren indien men tot een nulevenwicht moet komen, staat los van de discussie of de taxshift op zichzelf al dan niet neutraal is. Veel daaromtrent hangt af van de economische ontwikkeling. Dat weet u ook. Als wij, mede door de taxshift, de groei- en werkgelegenheidscijfers kunnen opkrikken tegen 2017-2018, dan zal de begrotingscontext er helemaal anders uitzien dan indien wij vandaag niets zouden doen en afwachten. Wij voeren daarentegen een koopkrachtinjectie van 2 % van het bnp door, voor ongeveer 8 miljard. Ik heb dat gisteren ook gezegd. Men moet risico’s nemen, want niets doen is geen optie, ook niet wat de uitvoer betreft. De motor van de Belgische economie is immers niet alleen de consumptie, maar ook de uitvoer. Dat is eigenlijk de reden waarom CD&V de taxshift heeft willen aanvangen, namelijk omdat de arbeidskosten naar beneden moeten en goedkoper moeten worden. Daarom ben ik ontgoocheld over de verklaringen van socialistische kant. De essentie van de taxshift is een verlaging van de werkgeversbijdragen en een vermindering van de arbeidskosten om de werkgelegenheid en de groei te stimuleren. Wij hebben alles gedaan om de koopkracht te vrijwaren, in die zin dat de Nationale Bank zegt dat het reëel beschikbaar inkomen binnen 2 à 3 jaar met 2 % zal stijgen. In 2015 en 2016 spreekt de Nationale Bank van een stijging met 1 %. Wat ik gezegd heb, is dus helemaal coherent met wat de heer Deseyn zegt. Wij kunnen de volgende jaren niet op onze lauweren rustig inzake het budget. Die vragen stellen zich, maar zullen ook afhangen van de economische ontwikkeling. Zij hebben niet zozeer te maken met het feit dat de regering zogezegd bewust een gat zou creëren. Het zal in het algemeen een probleem vormen, maar ook zonder taxshift zouden wij in 2017-2018 een probleem hebben gehad. Wij moeten bekijken hoe de situatie evolueert in de volgende jaren, maar mogen het kind niet met het badwater weggooien.
