ParlaMint-BE_2014-10-15-54-plenair-ip009x.u1	[[De voorzitter:]] De vergadering is geopend. La séance est ouverte.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u131	[[01.118 Wouter De Vriendt (Ecolo-Groen):]] Mijnheer de voorzitter, collega’s, ik vind dit vrij hallucinant. Ik wil veel debatten van de afgelopen jaren in herinnering brengen. Vanuit de oppositie hebben wij telkens terecht aangeklaagd dat het indexmechanisme wordt uitgehold. Vandaag worden wij geconfronteerd met een voorzitter van CD&V die dat toegeeft en letterlijk zegt dat de vorige regering aan de index heeft gemorreld. Mijnheer Beke, u hebt dat woord letterlijk gebruikt. Ons land beschikt over een heel eenvoudig beschermingsmechanisme. Als de prijzen van de producten uit de supermarkt in de winkelkar van de mensen stijgen, dan moeten ook de lonen en uitkeringen stijgen. Mijnheer Beke, u geeft nu toe dat u aan dat beschermingsmechanisme voor de koopkracht hebt gemorreld in de vorige regering. Bovendien geeft u toe dat u daarin vandaag nog een stap verder gaat, door het voor 95 % van de lonen en uitkeringen nog moeilijker te maken om de prijsstijgingen te volgen. Dat betekent een nog verdere uitholling van de koopkracht voor 95 % van de mensen.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u132	[[01.119 Raoul Hedebouw (PTB-GO!):]] Mijnheer Beke, ik vind uw redenering fantastisch: het is niet erg dat er een indexsprong wordt opgelegd omdat er vorig jaar al een indexsprong was. Als politiek besluit voor de Partij van de Arbeid zal ik meteen aan de vrienden van het ACV gaan zeggen dat er een tweede indexsprong zal gebeuren in België. Ik meen dat dit intellectueel interessant is. Ik had voor de vakantie een debat met de heer Van Rompuy in De Zevende Dag, waarbij hij mij zelfs in het Latijn heeft uitgelegd dat er niet aan de index geraakt zou zijn. Ik verneem nu iets anders van CD&V. Dit is volgens mij werkelijk een slecht idee. Laten wij duidelijk zijn. Niet alleen volgens de Partij van de Arbeid, maar ook volgens de Nationale Bank hebben wij in België een probleem met het verlagen van de vraag — la demande. Dat is een van de problemen. Wat u nu gaat doen, is 95 % van de arbeiders en de bedienden in dit land nog minder koopkracht geven voor de vraag in onze economie. Laten wij deze spiraal dus stoppen en andere oplossingen vinden, mijnheer Beke.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u133	[[01.120 Servais Verherstraeten (CD&V):]] Het is een interessant debat. Er worden echter veel elementen herhaald die wij deze voormiddag al gehoord hebben. Toch wil ik nog het volgende herhalen. U stelt dat wij de waarheid geweld aandoen als wij zeggen dat wij een indexsprong doen en dat de vorige regering indexsprongetjes deed. Ik verwijs gewoon naar twee voorbeelden. Ik wil nog begrip opbrengen voor uw argument van deze voormiddag, dat de verlaging van de btw op elektriciteit uiteraard invloed heeft gehad op de index, maar daarnaast ook een verlaging van de prijs voor de bevolking vertegenwoordigde. Dat argument ging echter niet op toen wij de korf wijzigden en rekening hielden met de solden. Uiteraard zijn er solden in januari en in de zomer, maar die waren er ook voordat wij die maatregel troffen. Als wij bijvoorbeeld de mobiele telefonie mee hebben ingecalculeerd in de index, tijdens de voorbije legislatuur, moet toch worden toegegeven dat half België — als het niet heel België was — ruim daarvoor al gebruikmaakte van mobiele telefonie en dat dit aspect werkelijk invloed had op de portemonnee van de mensen. Met andere woorden, men paste zich aan een realiteit aan, maar die realiteit zat reeds ingebakken in de regelgeving. Door die aan te passen heeft men het proces beïnvloed, met de resultaten zoals collega Beke zonet heeft geschetst.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u134	[[01.121 Kristof Calvo (Ecolo-Groen):]] Of die indexsprong nu wordt beslist door een minister van een oranje, blauwe of rode kleur, voor de mensen blijft een indexsprong een indexsprong. Dat is niet het belangrijkste debat. Wat ik echter vreemd vind, mijnheer Verherstraeten, is dat u de bocht van CD&V over de indexsprong verantwoordt, niet door te zeggen dat u andere zaken hebt binnengehaald, maar door te zeggen dat u met de vorige regering sprongetjes hebt gerealiseerd. Dat is niet meteen de beste en meest solide verdediging. Collega De Vriendt heeft tijdens de vorige legislatuur heel vaak kritiek gehad op de manipulatie van de index, maar dat verantwoordt toch op geen enkele manier om nu een echte indexsprong door te voeren. Mijnheer Beke vindt het vervelend dat zijn partij in dit debat nu meer dan de andere partijen in het vizier komt. Dat is ook logisch, maar het gaat over nog veel meer dan de indexsprong. Wij hebben dat daarnet proberen toe te lichten, maar u bent er niet op ingegaan. Als men de optelsom maakt van al die maatregelen en de Vlaamse maatregelen, dan is het toch normaal dat heel wat mensen in Vlaanderen zich afvragen wat er met CD&V is gebeurd, waar die middenpartij naartoe is, waar het nieuwe en het oude evenwicht naartoe zijn. Het is onevenwichtig en dus zijn dit logische vragen. Bovendien begrijp ik helemaal niets van de verdediging die de heer Verherstraeten opbouwt.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u135	[[01.122 Servais Verherstraeten (CD&V):]] Mijnheer Calvo, u bent een uitstekend debater, maar ik heb de indruk dat u geen uitstekend luisteraar bent en dat u vandaag noch naar collega Beke noch naar vice-eersteminister Peeters hebt geluisterd. Wij verantwoorden de indexsprong wel. Wij wijzen degenen die daarop kritiek leveren erop dat zij hetzelfde deden onder een andere vorm. Wij verantwoorden de indexsprong door te zeggen dat wij hem gebruiken om jobs te creëren, niet om het begrotingstekort dicht te rijden. En wat is er socialer dan mensen een job te geven? Wij motiveren hem door het gegeven dat wij sociaal corrigeren, zoals collega Beke daarnet nog zei, in die zin dat het geld dat de mensen daardoor verliezen, hen en cours de route zal worden terugbezorgd.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u136	[[01.123 Karin Temmerman (sp.a):]] Mijnheer Verherstraeten, kunt u even uitleggen hoe u dat teruggeeft aan de gepensioneerde die door de indexsprong minder pensioen krijgt en geen beroepskosten kan inbrengen?
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u137	[[01.124 Servais Verherstraeten (CD&V):]] Collega Temmerman, dankzij de verlaging van de personenbelastingen geven wij via de beroepskostenaftrek ongeveer 1 miljard, waardoor wij, en dat is mijn absolute overtuiging…
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u138	[[01.125 Karin Temmerman (sp.a):]] Mijnheer Verherstraeten, ik heb het over de gepensioneerde die geen beroepskosten kan inbrengen.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u139	[[01.126 Servais Verherstraeten (CD&V):]] Heb even geduld, ik kom daarop. … waardoor wij het verschil tussen werken en niet-werken groter maken, en waardoor wij hopen dat nog meer mensen tot een job komen, waardoor de sociale zekerheid en wij allen winnen. Wij verantwoorden dat ook via de welvaartsenveloppe en via die invulling, niet meer van 60 % zoals wij de afgelopen legislatuur hebben gedaan omwille van de budgettaire context, maar nu van 100 %. Laat die rekening maken tegen 2019 en dan is het resultaat 1,5 miljard. Een miljard plus 1,5 miljard is 2,5 miljard. Het is onze absolute overtuiging dat dit extra jobs zal opleveren, dankzij de versterking van de concurrentie.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u140	[[01.127 Karin Temmerman (sp.a):]] Mijnheer Verherstraeten, ik beloof u dat ik hierna zal stoppen, want u antwoordt toch niet op mijn vragen. U hebt niet geantwoord op de vraag waarom er geen vermogensbelasting komt. U antwoordt evenmin op de vraag hoe u het aan de gepensioneerden uitlegt. Ik heb het gewoon over modale mensen met een modaal pensioen, die geen beroepskosten kunnen inbrengen. Inzake de welvaartsenveloppe moet u mij ook eens uitleggen wat het betekent dat men zal fiscaliseren. Op die manier komt men immers tot 100 %. Dat moet u mij nog eens uitleggen, maar dat kan misschien later in de debatten. Zult u dat nog extra belasten? Wat betekent dat? Uw regeringsakkoord staat vol van allerlei zaken die naar de toekomst verwijzen, met grote woorden, maar zonder echt te zeggen waarover het gaat. Wij zouden dat natuurlijk wel kunnen nagaan mochten wij over de tabellen beschikken, maar dat is jammer genoeg niet het geval. Zeer jammer dus voor de gepensioneerden.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u141	[[01.128 Minister Kris Peeters:]] Nogmaals, het debat over de indexsprong is belangrijk. Dit is een zeer ernstige maatregel en ik heb er dus geen probleem mee dat de oppositie daarop telkens de nadruk legt. De indexsprong moet volledig worden gekaderd in het dichten van de loonkloof en het concurrentieel maken van onze bedrijven. Dat is ook belangrijk voor de werkgelegenheid en de jobs. Het is zeer belangrijk dat wij deze keuze gemaakt hebben en dat wij tegen het einde van deze legislatuur de loonkloof — verwijzend naar de wet van 1996 — dichten. Wat de welvaartsenveloppe betreft, houdt het fiscaliseren natuurlijk niet in dat de mensen niet op hetzelfde moment als nu hun geld zouden krijgen. Dat houdt niet in dat men één euro minder zou ontvangen. Ik verwijs ook naar de wet op het Generatiepact, waarin de welvaartsenveloppe haar oorsprong vindt en waardoor zij om de twee jaar wordt vastgelegd op advies van de sociale partners. Uw bezorgdheid dat dit een extra belasting zou vormen, is onterecht. Integendeel, door dit te fiscaliseren hopen wij de mensen sneller en efficiënter hun geld te kunnen geven en minstens hetzelfde bedrag op hetzelfde moment toe te kennen.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u142	[[01.129 Jean-Marc Nollet (Ecolo-Groen):]] Où sont les chiffres? Il est maintenant 17 h 00. On n'a toujours pas eu l'occasion de les traduire? Quel est le problème ici? M. Jamar et le premier ministre sont là. À 10 h 00, ils se sont mis d'accord. Le problème est-il posé par la photocopieuse du parlement? (…) Vous en êtes sûr?
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u143	[[De voorzitter:]] Mijnheer Nollet, wij hebben de vraag al een paar keer gesteld en wij hebben ook naar het antwoord geluisterd. Ik neem aan dat al het mogelijke wordt gedaan om de cijfers zo snel mogelijk naar het Parlement te brengen.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u144	[[01.130 Meryame Kitir (sp.a):]] Mijnheer Verherstraeten, mijnheer Beke, ik luister met enige verbazing op welke manier u de indexsprong probeert te verdedigen. U vertelt trots dat de indexsprong jobs zal opleveren. Kunt u mij zeggen hoe u dat staaft? Mijnheer Beke, ik heb van nabij mensen gezien die 12 % van hun loon hebben ingeleverd. Wat is het resultaat? Tienduizend mensen staan op straat. Inleveren was dus geen garantie op het behoud van de job. Zeg mij dan eens hoe u zult hardmaken dat de indexsprong jobs zal opbrengen?
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u145	[[01.131 Servais Verherstraeten (CD&V):]] Collega Kitir, wij zijn een klein land met een open economie. De hoogte van onze lonen is cruciaal voor de leefbaarheid van onze bedrijven. Wij hebben heel veel export. Als er bedrijven zijn die zeer concurrentiegevoelig zijn voor bedrijven in andere landen, dan is de concurrentiepositie echt cruciaal. Als wij de achterstand niet zo snel mogelijk inhalen, zullen wij jobs verliezen. Ik begrijp u niet. U hebt vanochtend collega Van Rompuy gehoord, die een stukje les in politieke geschiedenis gaf. In de jaren tachtig was er immers ook een regering die drie keer een indexsprong heeft gedaan. Wij doen het slechts één keer. De economische realiteit van toen heeft geleerd dat onze bedrijven daardoor weer zuurstof kregen en daarvan gebruik hebben gemaakt om nieuwe jobs te creëren.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u146	[[01.132 Kristof Calvo (Ecolo-Groen):]] Mijnheer Verherstraeten, er vinden even twee debatten naast elkaar plaats. Het is immers te belangrijk. Er wordt opnieuw gevraagd naar de cijfers.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u147	Madame la présidente, je ne veux pas exagérer, mais quand je constate que le ministre du Budget part en se disant: "Je me fiche du parlement", j'estime que cela suffit!
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u148	[[La présidente:]] Nous vous avons entendu, et je propose que M. Verherstraeten poursuive.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u149	[[01.133 Kristof Calvo (Ecolo-Groen):]] Non, il y a des limites!
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u150	[[La présidente:]] Poursuivez, monsieur.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u151	[[01.134 Kristof Calvo (Ecolo-Groen):]] Vanochtend hebben wij een engagement van de regering gekregen. Onze fractie heeft toen niet gevraagd om het debat stil te leggen. Na gisteren is dat een positief signaal. Nu is men echter aan het overdrijven. De minister van Begroting staat hier ostentatief op en zegt dat de vraag naar de cijfers hem de keel uithangt. Ofwel haalt u de minister van Begroting binnen de vijf minuten terug, ofwel vraagt onze fractie opnieuw een schorsing. Aan u de keuze.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u152	[[01.135 Catherine Fonck (cdH):]] Monsieur le président, j'ai un doute en vous entendant, chers collègues du gouvernement, nous promettre, depuis ce matin, les tableaux et en voyant entrer et sortir le ministre du Budget. Peut-être pourriez-vous jouer la transparence avec nous. J'ai le sentiment que vous n'avez pas encore d'accord sur les grandes lignes de votre budget et que vous êtes en train de modifier les tableaux ligne par ligne. Il serait plus simple de nous le dire. Cela éviterait que nous vous réclamions ces fameux tableaux toutes les demi-heures. [[(Brouhaha)]]
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u153	[[01.136 Kristof Calvo (Ecolo-Groen):]] Mijnheer de voorzitter, ik heb een heel constructief voorstel gedaan. Er was opnieuw een discussie over de cijfers en de heer Jamar is ostentatief opgestapt. Ik heb voorgesteld aan uw tijdelijke vervanger dat de heer Jamar hier binnen de vijf minuten terug moet zijn in plaats van ostentatief op te stappen en het Parlement te miskennen in zijn opdracht; anders vragen wij als oppositiefractie, wat wij zopas heel expliciet niet gedaan hebben, opnieuw de schorsing. U hebt de keuze. Haal de heer Jamar terug. Een beetje respect ter zake is het absolute minimum.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u154	[[01.137 David Clarinval (MR):]] Monsieur le président, je pense qu'ici, clairement, l'opposition monte en épingle un micro-événement.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u155	M. Jamar a voulu prendre la parole à plusieurs reprises. On ne la lui a jamais donnée. Il est donc simplement parti quelques instants. Il reviendra. M. Jamar a simplement voulu dire qu'on ne lui donnait pas la parole. Il s'est absenté brièvement. Je propose que M. Verherstraeten reprenne le fil de son intervention. On est en train de monter en épingle un non-événement. Monsieur le président, je vous demande d'avancer.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u156	[[01.138 Karin Temmerman (sp.a):]] Mijnheer de voorzitter, ik heb momenteel het woord. Mijnheer Clarinval, we keren even terug in de tijd vandaag. Vanochtend zegt uw eigen minister dat er geen probleem is, dat hij de cijfers heeft en dat we ze binnen de twee uur allemaal krijgen. Omdat hij niet kon antwoorden op een vraag, zegt hij dat het geen probleem is en we straks de cijfers krijgen. En nu zegt u dat het een mini-evenement is? Bovendien, ongeveer het belangrijkste wat een regering kan doen, zeker voor u als MR, als liberale partij, is met het budget komen. Als u dan zegt dat het een mini-evenement is, vind ik dat zeer misplaatst. Nogmaals, het is uw eigen minister die het heeft voorgesteld, niet de oppositie. Uw eigen minister heeft daarstraks gezegd dat binnen de twee uur de tabellen hier zouden liggen. Het is ondertussen ongeveer zeven uur later. (…)
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u157	[[De voorzitter:]] U kunt dat doen, maar u weet dat u dat volgens artikel 50 schriftelijk moet doen. Mijnheer Verherstraeten, gaat u verder.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u158	[[01.139 Servais Verherstraeten (CD&V):]] Collega’s, ik kom terug op mijn discours. Deze regering, collega’s, doet wat moet. Ja, wij zijn voor de competitiviteit van ondernemingen. Ja, wij zijn voor lastenverlagingen. Ja, wij zijn akkoord gegaan met een indexsprong. Maar wij willen ook de zwaksten beschermen en dus verhogen wij de laagste pensioenen en dus verhogen wij de laagste uitkeringen en dus versterken wij de koopkracht van de werkenden. Collega’s, ons doel is uitgesproken sociaal: voorkomen dat er jobs naar het buitenland gaan. En wat is er socialer dan mensen een job te geven, wat is er socialer dan te zorgen dat mensen hun job behouden?
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u159	[[01.140 Meryame Kitir (sp.a):]] Mijnheer Verherstraeten, ik dank u voor uw poging om een antwoord te geven op de vraag over de indexsprong, die u zult doorvoeren. U maakt zich sterk dat u daarmee jobs zult behouden en creëren. Mijnheer Verherstraeten, leden van CD&V, wat is er asocialer dan mensen hun koopkracht af te nemen, zonder hun te garanderen dat u hun een job kunt geven?
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u160	[[01.141 David Geerts (sp.a):]] Antwoord eens!
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u161	[[01.142 Servais Verherstraeten (CD&V):]] Ik heb daarop al geantwoord, daarnet. Anderen hebben daarop ook al geantwoord. U mag die vraag tien, twintig of dertig keer herhalen, dat is uw goed recht en ik zal dat ook altijd respecteren, maar men schreeuwt hier vandaag van de daken dat dit een asociale regering is, omdat zij onder meer structurele maatregelen neemt in de sociale zekerheid. Collega’s, mag ik uw geheugen eens opfrissen? Welke regering heeft de degressiviteit van de werkloosheidsuitkeringen versterkt? Welke regering heeft de leeftijd voor het vervroegd pensioen verhoogd? Welke regering heeft het stelsel van de brugpensioenen gewijzigd? Welke regering heeft de samenstelling van de indexkorf veranderd? Welke regering heeft ook de lonen geblokkeerd? Collega’s van de PS en de sp.a, dat zijn maatregelen die wij samen genomen hebben. Waren die dan asociaal?
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u162	[[01.143 Kristof Calvo (Ecolo-Groen):]] Ja!
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u163	[[01.144 Servais Verherstraeten (CD&V):]] Voor u wel, maar wij denken aan de toekomst. De sociale zekerheid, collega Calvo, is belangrijk geweest voor onze grootouders. Zij is belangrijk voor onze ouders. Wij zijn er fier op dat wij er decennialang aan hebben mogen bouwen, maar wij willen dat de sociale zekerheid ook belangrijk zal zijn en blijven voor onze generatie en die van onze kinderen en kleinkinderen. Daarom treffen wij die maatregelen. Collega’s, deze regering neemt niet alleen maatregelen inzake concurrentiekracht, maar ook voor de betaalbaarheid van de pensioenen. Alle berekeningen leren dat, als wij verder niets zouden doen in de pensioenen, die niet meer betaalbaar zouden zijn. Er werd vanmorgen – collega Vande Lanotte is aanwezig – herhaaldelijk verwezen naar het geschrift dat hij tien jaar geleden maakte met collega Vandenbroucke. Ik zal niet herhalen wat vanochtend is gezegd, maar ik heb de lectuur recentelijk nog eens ter hand genomen. Ik wil er één zin uit citeren. De collega’s Vandenbroucke en Vande Lanotte hadden het over het verschil in de lengte van de loopbaan tussen ons land en andere Europese landen. De gemiddelde loopbaan in ons land is veel korter dan die in de ons omringende landen, abstractie makend van Frankrijk. Wat verder zegt hij: “Het verschil tussen België en de andere landen is onhoudbaar. Het is onmogelijk de beste pensioenen en de beste gezondheidszorg van de wereld te willen en tegelijkertijd de kortste loopbanen.” Ik ben het volkomen met hem eens. Het is daarom dat wij de maatregelen treffen die vandaag in het regeerakkoord staan. Hier werd verwezen naar de vorige minister van Pensioenen. Ik citeer: “Ik kan iedereen garanderen dat er tot 2015 geen fundamenteel probleem is om de pensioenen te betalen.” Wel, collega’s, deze regering wil ervoor zorgen dat iedereen ook na 2015, in 2020, in 2030 en ook later, een goed pensioen zal krijgen. Dat is onze ambitie! Collega’s, ook dit moet worden toegegeven door iedereen in deze Assemblee: de vorige regering heeft daartoe goede aanzetten gegeven. Ik heb er daarnet een paar geciteerd. Iedereen, meerderheid en oppositie, wist dat er nog stappen moesten volgen. Dat is ook de reden waarom de vorige minister van Pensioenen met de toenmalige regering een expertencommissie heeft samengesteld die voorstellen moest doen. Dat is ook de reden waarom deze regering bijkomende structurele hervormingen doet. Het vervroegd pensioen wordt verder opgetrokken. De pensioenleeftijd wordt opgetrokken. De voorwaarden voor de landingsbanen worden verstrengd. Maar ook wordt het tijdskrediet verbeterd voor mensen die willen zorgen voor hun zieke kinderen of hun zieke ouders. Ook worden de verschillende pensioenstelsels geharmoniseerd om de ongelijkheid weg te werken. Laat één ding duidelijk zijn: wie 45 jaar heeft gewerkt, hoeft niet langer te werken om een volledig pensioen te krijgen. Ik refereer aan de partijvoorzitter van de sp.a: iemand die op 18 jaar begint te werken, hoeft geen 49 jaar te werken. Hij kan na 45 jaar werken, op zijn 63e, met pensioen gaan. In bepaalde omstandigheden, bijvoorbeeld in zware beroepen, of in de categorie van de lange loopbanen, kan dat zelfs eerder. Collega’s, dat deze pensioenmaatregelen gevoelig liggen, begrijpen wij uiteraard. Daardoor verandert het verwachtingspatroon van sommige mensen en moeten zij hun verwachtingen bijsturen. Daarom zegt deze regering dat ze dat in overleg met de sociale partners zal uitwerken. Het zal geleidelijk worden uitgevoerd, met extra overgangsmaatregelen, zeker voor degenen die dicht bij hun pensioen staan. Collega’s, het zou pas asociaal zijn als wij alleen op korte termijn zouden denken, als wij alleen aan de huidige gepensioneerden zouden denken. Ik herhaal: deze regering doet wat moet, wij zijn verplicht om voor de pensioenen te zorgen, niet alleen voor die van vandaag maar ook voor de pensioenen van zij die binnen vijf, tien of twintig jaar en later op rust gaan en een goed pensioen willen krijgen.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u164	[[01.145 Hans Bonte (sp.a):]] Mijnheer Verherstraeten, ik wil beginnen met u het tegendeel te bewijzen. Het is inderdaad een goede maatregel om het tijdskrediet, wanneer het gemotiveerd wordt, voort te zetten en gelijk te stellen. Ik wil zelfs dit punt uit het regeerakkoord bewieroken. Ik maak mij echt ongerust over de groep deeltijds werkenden met IGU, de zwakke groep waarover ik het daarstraks had en waarover het ACV en het LBC het vandaag hebben in een persmededeling. Men berekent wat het effect is van de toepassing van de maatregel uit het regeerakkoord: een fors inkomensverlies van bijna een kwart van het inkomen, en dit voor een groep die eigenlijk niet in staat is om een voltijdse job uit te voeren, omdat ze zeer fragmentair deeltijds werk moet doen tijdens de piekuren in de distributie. U hebt zeer precies uitgelegd wat het lot is van het tijdskrediet. Werd in de maatregel die de regering naar voren schuift inzake de hervorming van het onvrijwillig deeltijds werk, duidelijk gemaakt of de periodes die nu als onvrijwillig deeltijds bekeken worden en die vandaag ook gelijkgesteld zijn voor het pensioen, morgen nog dezelfde behandeling zullen krijgen? Met andere woorden, moeten de mensen in de distributie niet alleen bang zijn dat ze een kwart van hun inkomen verliezen maar ook dat ze de helft van hun pensioenrechten verliezen? Ik wil zeer graag een antwoord op de vraag of men met de hervorming, zoals het letterlijk in het regeerakkoord staat, ook de gelijkgestelde halftijdse periode wegsaneert of niet.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u165	[[01.146 Servais Verherstraeten (CD&V):]] Collega Bonte, de technische details van heel die pensioenhervorming staan uiteraard nog niet op papier. De ontwerpen en KB’s ter zake moeten nog worden uitgevaardigd. Juist om nog over bepaalde dingen te kunnen spreken met de sociale partners, hebben we zeer specifiek in het regeerakkoord bepaald dat er een tripartiteoverleg zal komen alvorens de teksten definitief zullen worden uitgeschreven, alvorens de definitieve en volledige pensioenhervorming hier voor het Parlement zal worden gebracht.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u166	[[01.147 Hans Bonte (sp.a):]] Mag ik de fractieleider van de christendemocraten dan gewoon vragen wat het standpunt van uw groep is in dit dossier?
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u167	[[01.148 Servais Verherstraeten (CD&V):]] Collega Bonte, ons standpunt omtrent de pensioenen, in alle dossiers, is altijd geweest dat wij niet stil willen blijven zitten, waardoor de pensioenen uiteindelijk steeds meer achteruit zouden gaan. Wij willen dat er langer gewerkt wordt, want dat is de enige manier om volwaardige pensioenen te krijgen. Wij gaan akkoord om de pensioenleeftijd wat dat betreft te verhogen. Wij zijn altijd bereid om hierover verder te discussiëren met de sociale partners, zoals ook de vorige minister van Pensioenen heeft gedaan. Nadat we een regeerakkoord hadden, heeft hij overlegd met de sociale partners en is er links en rechts nog wat aangepast, waarna de teksten vervolgens voor het Parlement werden gebracht. Wel, wij zijn ook bereid dat te doen. Als er sociale gevoeligheden zijn die opgelost kunnen worden, zijn wij bereid dat te doen. Wij gaan in overleg met de sociale partners.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u168	[[01.149 Hans Bonte (sp.a):]] Mijnheer Verherstraeten, nu mogen de mensen, die tienduizenden arbeidsters, echt ongerust worden. Als u die niet verdedigt in deze meerderheid, zullen zij niet alleen een kwart van hun inkomen verliezen maar ook de helft van hun pensioenrechten. Dat is de naakte realiteit.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u169	[[01.150 Meryame Kitir (sp.a):]] Mijnheer Verherstraeten, u verwijst naar het rapport van de commissie Pensioenhervorming. Ik stel vast dat u dat rapport waarschijnlijk selectief hebt gelezen. Ik zal daaruit een zin voorlezen. Ik had dan graag van u vernomen waar ik dat stukje in het regeerakkoord kan terugvinden. In het rapport van de commissie Pensioenhervorming staat: “Wij zijn van oordeel dat een financiering op andere factoren dan arbeidsinkomen en op basis van vermogen daarin een rol moet spelen.” Ik had graag duidelijkheid gekregen.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u170	[[01.151 Servais Verherstraeten (CD&V):]] Mevrouw Kitir, deze suggestie is geen eenduidige suggestie, als ik het citaat hoor. Ik kreeg de indruk dat de expertencommissie het daarover niet eens was. Ik kreeg de indruk dat sommigen dat hebben gedacht en anderen totaal niet. Met betrekking tot de pensioenhervormingen heeft mevrouw Becq vanmorgen al gezegd dat de voorstellen van de expertencommissie niet te nemen of te laten waren. De voorstellen van de expertencommissie zijn niet bindend. Ze zijn wel sterk adviserend. Daarom hebben wij er ook verschillende elementen uit overgenomen. De expertencommissie heeft ook uitdrukkelijk gezegd dat het aan de politiek was om te beslissen. Op de vermogensbelastingen kom ik later terug.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u171	[[01.152 Karin Temmerman (sp.a):]] Mijnheer Verherstraeten, u moet de waarheid geen geweld aandoen. Ik zal het nogmaals herhalen. De expertencommissie heeft heel duidelijk gezegd dat dit een compromistekst was en dat het geheel belangrijk was. Men kan er niet bepaalde zaken uit nemen en andere niet. Het ging om het geheel, met geven en nemen aan beide kanten. U haalt er alleen de zaken uit die u zinnen; de zaken die u niet zinnen, laat u vallen. Ik heb nog een andere vraag, mijnheer Beke. U hebt daarnet gezegd dat u verzekert dat de pensioenen in de toekomst zullen worden betaald. Volgens de weinige informatie die ik heb – u moet mij verbeteren, want wij hebben nog altijd geen cijfers, maar ik denk dat de heer Beke of de eerste minister dit vanmorgen heeft gezegd – is er bijkomend in 7 miljard voorzien voor de pensioenen. Nu heeft het Planbureau berekend dat wij bij een ongewijzigd beleid 9,6 miljard euro nodig hebben. U voorziet in 7 miljard euro. Een rekensom geeft ons dus een negatief resultaat van - 2,6 miljard euro. U oppert nu dat de regering de pensioenen zal optrekken en dat ze verzekerd zijn. Dat moet u mij toch eens uitleggen.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u172	[[01.153 Servais Verherstraeten (CD&V):]] Mijnheer de voorzitter, mevrouw Temmerman, wij willen de laagste pensioenen optrekken en de andere pensioenen verzekeren. Wij zullen de komende jaren en in de hele legislatuur 10,5 miljard euro meer in de sociale zekerheid investeren, om onder meer de pensioenen te kunnen betalen. Deze regering zal er voor vijf jaar zijn. Wij zullen de toestand budgettair maand per maand bijhouden. Zijn er extra maatregelen nodig, dan zullen wij ze treffen, indien dat noodzakelijk is. De mensen kunnen, wat ons betreft en niettegenstaande u ze ten onrechte ongerust wilt maken, op beide oren slapen.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u173	[[01.154 Karin Temmerman (sp.a):]] Mijnheer de voorzitter, mijnheer Verherstraeten, u moet mij excuseren, maar wij hebben geen cijfers. Ik kan dus enkel maar afgaan op de cijfers die wij krijgen. Ter zake geldt evenwel dezelfde redenering. U vernoemt het cijfer van 10,6 miljoen euro extra.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u174	[[01.155 Servais Verherstraeten (CD&V):]] Ik had het over 10,6 miljard euro.
