Country	SpeakerID	Name	Forename	Surname	RoleName	Minister	MP	Par. groups	Pol. parties	Sex	Birth date	Birth place	Death date	Death place	Education	Occupation	Wikipedia URL	Official URLs	
PT	GabrielGameiroRodriguesBastos	Gabriel Gameiro Rodrigues Bastos	Gabriel	Gameiro|Rodrigues|Bastos	-	-	-	-	Independente[-/-]	M	-	-	-	-	-	-	-	-
PT	GlóriaMariadaSilvaAraújo	Glória Maria da Silva Araújo	Glória	Maria|da|Silva|Araújo	-	-	2011-06-20/2015-10-22	GP-PS[-/-]	PS[-/-]	F	1976-01-04	-	-	-	-	-	-	-
PT	GraçaMariaFonsecaCaetanoGonçalves	Graça Maria Fonseca Caetano Gonçalves	Graça	Maria|Fonseca|Caetano|Gonçalves	-	2018-10-17/2019-10-24|2019-10-26/2022-03-28	-	GP-PS[-/-]	PS[-/-]	F	1971-08-13	-	-	-	-	-	-	-
PT	GuilhermeHenriqueValenteRodriguesdaSilva	Guilherme Henrique Valente Rodrigues da Silva	Guilherme	Henrique|Valente|Rodrigues|da|Silva	-	-	2011-06-20/2015-10-22	GP-PSD[-/-]	PSD[-/-]	M	1943-07-16	-	-	-	-	-	-	-
PT	GuilhermeWaldemarGoulãodosReisdOliveiraMartins	Guilherme Waldemar Goulão dos Reis d'Oliveira Martins	Guilherme	Waldemar|Goulão|dos|Reis|d'Oliveira|Martins	-	-	-	GP-PS[-/-]	PS[-/-]	M	-	-	-	-	-	-	-	-
PT	HeitorNunoPatríciodeSousaeCastro	Heitor Nuno Patrício de Sousa e Castro	Heitor	Nuno|Patrício|de|Sousa|e|Castro	-	-	2015-10-23/2019-10-24	GP-BE[-/-]	BE[-/-]	M	1953-04-05	-	-	-	-	-	-	-
PT	HelenaMariadeOliveiraFreitas	Helena Maria de Oliveira Freitas	Helena	Maria|de|Oliveira|Freitas	-	-	2015-10-23/2017-05-02	GP-PS[-/-]	PS[-/-]	F	1962-09-24	-	-	-	-	-	-	-
PT	HelenaMariaMesquitaRibeiro	Helena Maria Mesquita Ribeiro	Helena	Maria|Mesquita|Ribeiro	-	-	-	GP-PS[-/-]	PS[-/-]	F	-	-	-	-	-	-	-	-
PT	HelenaMariaMouraPinto	Helena Maria Moura Pinto	Helena	Maria|Moura|Pinto	-	-	2011-06-20/2015-10-22	GP-BE[-/-]	BE[-/-]	F	1959-09-05	-	-	-	-	-	-	-
PT	HelgaAlexandraFreireCorreia	Helga Alexandra Freire Correia	Helga	Alexandra|Freire|Correia	-	-	2015-10-23/2019-10-24|2019-10-25/2022-03-28	GP-PSD[-/-]	PSD[-/-]	F	1977-03-22	-	-	-	-	-	-	-
PT	HeloísaAugustaBaiãodeBritoApolónia	Heloísa Augusta Baião de Brito Apolónia	Heloísa	Augusta|Baião|de|Brito|Apolónia	-	-	2011-06-20/2015-10-22|2015-10-23/2019-10-24	GP-PEV[-/-]	PEV[-/-]	F	1969-06-26	-	-	-	-	-	-	-
PT	HermíniaMariadaFonsecaBexigaAzenha	Hermínia Maria da Fonseca Bexiga Azenha	Hermínia	Maria|da|Fonseca|Bexiga|Azenha	-	-	2011-06-20/2015-10-22	GP-PSD[-/-]	PSD[-/-]	F	1967-10-06	-	-	-	-	-	-	-
PT	HélderAntónioGuerradeSousaSilva	Hélder António Guerra de Sousa Silva	Hélder	António|Guerra|de|Sousa|Silva	-	-	2011-06-20/2015-10-22	GP-PSD[-/-]	PSD[-/-]	M	1965-07-21	-	-	-	-	-	-	-
PT	HélderManuelGomesdosReis	Hélder Manuel Gomes dos Reis	Hélder	Manuel|Gomes|dos|Reis	-	-	-	GP-PSD[-/-]	PSD[-/-]	M	1969-03-25	-	-	-	-	-	-	-
PT	HugoAlexandreLopesSoares	Hugo Alexandre Lopes Soares	Hugo	Alexandre|Lopes|Soares	-	-	2011-06-20/2015-10-22|2015-10-23/2019-10-24	GP-PSD[-/-]	PSD[-/-]	M	1983-03-02	-	-	-	-	-	-	-
PT	HugoAlexandrePolidoPires	Hugo Alexandre Polido Pires	Hugo	Alexandre|Polido|Pires	-	-	2015-10-23/2019-10-24|2019-10-25/2022-03-28	GP-PS[-/-]	PS[-/-]	M	1979-04-21	-	-	-	-	-	-	-
PT	HugoDanielAlvesMartinsdeCarvalho	Hugo Daniel Alves Martins de Carvalho	Hugo	Daniel|Alves|Martins|de|Carvalho	-	-	2019-10-25/2022-03-28	GP-PSD[-/-]	PSD[-/-]	M	1990-07-26	-	-	-	-	-	-	-
PT	HugoDanielMatosdeOliveira	Hugo Daniel Matos de Oliveira	Hugo	Daniel|Matos|de|Oliveira	-	-	2019-10-25/2022-03-28	GP-PS[-/-]	PS[-/-]	M	1982-03-01	-	-	-	-	-	-	-
PT	HugoJoséTeixeiraVelosa	Hugo José Teixeira Velosa	Hugo	José|Teixeira|Velosa	-	-	2011-06-20/2015-10-22	GP-PSD[-/-]	PSD[-/-]	M	1948-04-18	-	-	-	-	-	-	-
PT	HugoMiguelCarvalheirodosSantosCosta	Hugo Miguel Carvalheiro dos Santos Costa	Hugo	Miguel|Carvalheiro|dos|Santos|Costa	-	-	2015-10-23/2019-10-24|2019-10-25/2022-03-28	GP-PS[-/-]	PS[-/-]	M	1983-07-17	-	-	-	-	-	-	-
PT	HugoMiguelCostaCarvalho	Hugo Miguel Costa Carvalho	Hugo	Miguel|Costa|Carvalho	-	-	2015-10-23/2019-10-24|2019-10-25/2022-03-28	GP-PS[-/-]	PS[-/-]	M	1987-08-17	-	-	-	-	-	-	-
PT	HugoMigueldeSousaCarneiro	Hugo Miguel de Sousa Carneiro	Hugo	Miguel|de|Sousa|Carneiro	-	-	2019-10-25/2022-03-28	GP-PSD[-/-]	PSD[-/-]	M	1982-05-20	-	-	-	-	-	-	-
PT	HugoPatrícioMartinhodeOliveira	Hugo Patrício Martinho de Oliveira	Hugo	Patrício|Martinho|de|Oliveira	-	-	2019-10-25/2022-03-28	GP-PSD[-/-]	PSD[-/-]	M	1974-12-29	-	-	-	-	-	-	-
PT	HugoSantosMendes	Hugo Santos Mendes	Hugo	Santos|Mendes	-	-	-	-	Independente[-/-]	M	-	-	-	-	-	-	-	-
PT	IdáliaMariaMarquesSalvadorSerrão	Idália Maria Marques Salvador Serrão	Idália	Maria|Marques|Salvador|Serrão	-	-	2011-06-20/2015-10-22|2015-10-23/2019-10-24	GP-PS[-/-]	PS[-/-]	F	1964-05-16	-	-	-	-	-	-	-
PT	IldaMariaMenezesdeAraújoNovo	Ilda Maria Menezes de Araújo Novo	Ilda	Maria|Menezes|de|Araújo|Novo	-	-	2015-10-23/2019-10-24	GP-CDS-PP[-/-]	CDS-PP[-/-]	F	1957-03-02	-	-	-	-	-	-	-
PT	IlídiaMariadaSilvaFialhoQuadrado	Ilídia Maria da Silva Fialho Quadrado	Ilídia	Maria|da|Silva|Fialho|Quadrado	-	-	2019-10-25/2022-03-28	GP-PSD[-/-]	PSD[-/-]	F	1971-04-19	-	-	-	-	-	-	-
PT	InêsCarmeloRosaCaladoLopesDomingos	Inês Carmelo Rosa Calado Lopes Domingos	Inês	Carmelo|Rosa|Calado|Lopes|Domingos	-	-	2015-10-23/2019-10-24	GP-PSD[-/-]	PSD[-/-]	F	1977-05-12	-	-	-	-	-	-	-
PT	InêsCosta	Inês Costa	Inês	Costa	-	-	-	-	Independente[-/-]	F	-	-	-	-	-	-	-	-
PT	InêsdeDrummondLudoviceMendesGomes	Inês de Drummond Ludovice Mendes Gomes	Inês	de|Drummond|Ludovice|Mendes|Gomes	-	-	2011-06-20/2015-10-22	GP-PS[-/-]	PS[-/-]	F	1974-05-31	-	-	-	-	-	-	-
PT	InêsdeSaint-MauricedeEstevesdeMedeirosVitorinodeAlmeida	Inês de Saint-Maurice de Esteves de Medeiros Vitorino de Almeida	Inês	de|Saint-Maurice|de|Esteves|de|Medeiros|Vitorino|de|Almeida	-	-	2011-06-20/2015-10-22|2015-10-23/2019-10-24	GP-PS[-/-]	PS[-/-]	F	1968-04-15	-	-	-	-	-	-	-
PT	InêsDiasLamego	Inês Dias Lamego	Inês	Dias|Lamego	-	-	2015-10-23/2019-10-24	GP-PS[-/-]	PS[-/-]	F	1986-09-29	-	-	-	-	-	-	-
PT	InêsDomingues	Inês Domingues	Inês	Domingues	-	-	-	-	PSD[-/-]	F	-	-	-	-	-	-	-	-
PT	InêsdosSantosCosta	Inês dos Santos Costa	Inês	dos|Santos|Costa	-	-	-	-	Independente[-/-]	F	-	-	-	-	-	-	-	-
PT	InêsDóriaNóbregaTeotónioPereiraBourbonRibeiro	Inês Dória Nóbrega Teotónio Pereira Bourbon Ribeiro	Inês	Dória|Nóbrega|Teotónio|Pereira|Bourbon|Ribeiro	-	-	2011-06-20/2015-10-22	GP-CDS-PP[-/-]	CDS-PP[-/-]	F	1971-12-14	-	-	-	-	-	-	-
PT	IsabelCristinaRuaPires	Isabel Cristina Rua Pires	Isabel	Cristina|Rua|Pires	-	-	2015-10-23/2019-10-24|2019-10-25/2022-03-28	GP-BE[-/-]	BE[-/-]	F	1990-06-21	-	-	-	-	-	-	-
PT	IsabeldeLimaMayerAlvesMoreira	Isabel de Lima Mayer Alves Moreira	Isabel	de|Lima|Mayer|Alves|Moreira	-	-	2011-06-20/2015-10-22|2015-10-23/2019-10-24|2019-10-25/2022-03-28	GP-PS[-/-]	PS[-/-]	F	1976-04-02	-	-	-	-	-	-	-
PT	IsabelMariadaConceiçãoSimõesPinto	Isabel Maria da Conceição Simões Pinto	Isabel	Maria|da|Conceição|Simões|Pinto	-	-	2011-06-20/2015-10-22	GP-PSD[-/-]	PSD[-/-]	F	1975-03-05	-	-	-	-	-	-	-
PT	IsabelMariaDuartedeAlmeidaRodrigues	Isabel Maria Duarte de Almeida Rodrigues	Isabel	Maria|Duarte|de|Almeida|Rodrigues	-	-	2019-10-25/2022-03-28	GP-PS[-/-]	PS[-/-]	F	1965-02-03	-	-	-	-	-	-	-
PT	IsabelMariaLopes	Isabel Maria Lopes	Isabel	Maria|Lopes	-	-	2019-10-25/2022-03-28	GP-PSD[-/-]	PSD[-/-]	F	1970-04-15	-	-	-	-	-	-	-
PT	IsabelMariaMeirelesTeixeira	Isabel Maria Meireles Teixeira	Isabel	Maria|Meireles|Teixeira	-	-	2019-10-25/2022-03-28	GP-PSD[-/-]	PSD[-/-]	F	1954-09-04	-	-	-	-	-	-	-
PT	IsabelMariaMousinhodeAlmeidaGalriçaNeto	Isabel Maria Mousinho de Almeida Galriça Neto	Isabel	Maria|Mousinho|de|Almeida|Galriça|Neto	-	-	2011-06-20/2015-10-22|2015-10-23/2019-10-24	GP-CDS-PP[-/-]	CDS-PP[-/-]	F	1961-07-10	-	-	-	-	-	-	-
PT	IsabelSofiaAlvesAndrade	Isabel Sofia Alves Andrade	Isabel	Sofia|Alves|Andrade	-	-	2019-10-25/2022-03-28	GP-PS[-/-]	PS[-/-]	F	1988-02-29	-	-	-	-	-	-	-
PT	IsauraLeonorMarquesdeFigueiredoSilvaPedro	Isaura Leonor Marques de Figueiredo Silva Pedro	Isaura	Leonor|Marques|de|Figueiredo|Silva|Pedro	-	-	2015-10-23/2019-10-24	GP-PSD[-/-]	PSD[-/-]	F	1957-08-10	-	-	-	-	-	-	-
PT	IsauraMariaEliasCrisóstomoBernardinoMorais	Isaura Maria Elias Crisóstomo Bernardino Morais	Isaura	Maria|Elias|Crisóstomo|Bernardino|Morais	-	-	2019-10-25/2022-03-28	GP-PSD[-/-]	PSD[-/-]	F	1966-06-19	-	-	-	-	-	-	-
PT	IsidroGomesdeAraújo	Isidro Gomes de Araújo	Isidro	Gomes|de|Araújo	-	-	2011-06-20/2015-10-22	GP-PSD[-/-]	PSD[-/-]	M	1956-05-16	-	-	-	-	-	-	-
PT	IvandaCostaGonçalves	Ivan da Costa Gonçalves	Ivan	da|Costa|Gonçalves	-	-	2015-10-23/2019-10-24|2019-10-25/2022-03-28	GP-PS[-/-]	PS[-/-]	M	1987-06-03	-	-	-	-	-	-	-
PT	IvoDinisdeOliveira	Ivo Dinis de Oliveira	Ivo	Dinis|de|Oliveira	-	-	2011-06-20/2015-10-22	GP-PS[-/-]	PS[-/-]	M	1981-08-26	-	-	-	-	-	-	-
PT	JacintoSerrãodeFreitas	Jacinto Serrão de Freitas	Jacinto	Serrão|de|Freitas	-	-	2011-06-20/2015-10-22	GP-PS[-/-]	PS[-/-]	M	1969-02-16	-	-	-	-	-	-	-
PT	JamilaBárbaraMadeiraeMadeira	Jamila Bárbara Madeira e Madeira	Jamila	Bárbara|Madeira|e|Madeira	-	-	2016-05-23/2019-10-24|2020-09-17/2022-03-28	GP-PS[-/-]	PS[-/-]	F	1975-07-17	-	-	-	-	-	-	-
PT	JerónimoCarvalhodeSousa	Jerónimo Carvalho de Sousa	Jerónimo	Carvalho|de|Sousa	-	-	2011-06-20/2015-10-22|2015-10-23/2019-10-24|2019-10-25/2022-03-28	GP-PCP[-/-]	PCP[-/-]	M	1947-04-13	-	-	-	-	-	-	-
PT	JúliaMariadeAlmeidaLimaeSequeiraRodrigues	Júlia Maria de Almeida Lima e Sequeira Rodrigues	Júlia	Maria|de|Almeida|Lima|e|Sequeira|Rodrigues	-	-	2015-10-23/2019-10-24	GP-PS[-/-]	PS[-/-]	F	1971-11-23	-	-	-	-	-	-	-
PT	JúlioFranciscoMirandaCalha	Júlio Francisco Miranda Calha	Júlio	Francisco|Miranda|Calha	-	-	2011-06-20/2015-10-22|2015-10-23/2019-10-24	GP-PS[-/-]	PS[-/-]	M	1947-11-17	-	-	-	-	-	-	-
PT	JoacineElyseesKatarTavaresMoreira	Joacine Elysees Katar Tavares Moreira	Joacine	Elysees|Katar|Tavares|Moreira	-	-	2019-10-25/2022-03-28	GP-L[2019-10-24/2020-02-02]	L[2019-10-24/2020-02-02]|Não-inscrito[2020-02-03/2022-03-28]	F	1982-07-27	-	-	-	-	-	-	-
PT	JoanaCatarinaBarataReisLopes	Joana Catarina Barata Reis Lopes	Joana	Catarina|Barata|Reis|Lopes	-	-	2011-06-20/2015-10-22|2015-10-23/2019-10-24|2019-10-25/2022-03-28	GP-PSD[-/-]	PSD[-/-]	F	1985-03-16	-	-	-	-	-	-	-
PT	JoanaFernandaFerreiraLima	Joana Fernanda Ferreira Lima	Joana	Fernanda|Ferreira|Lima	-	-	2015-10-23/2019-10-24|2019-10-25/2022-03-28	GP-PS[-/-]	PS[-/-]	F	1963-11-18	-	-	-	-	-	-	-
PT	JoanaIsabelMartinsRigueirodeSáPereira	Joana Isabel Martins Rigueiro de Sá Pereira	Joana	Isabel|Martins|Rigueiro|de|Sá|Pereira	-	-	2019-10-25/2022-03-28	GP-PS[-/-]	PS[-/-]	F	1993-07-04	-	-	-	-	-	-	-
PT	JoanaMorgadinhoBento	Joana Morgadinho Bento	Joana	Morgadinho|Bento	-	-	2019-10-25/2022-03-28	GP-PS[-/-]	PS[-/-]	F	1987-07-21	-	-	-	-	-	-	-
PT	JoanaRodriguesMortágua	Joana Rodrigues Mortágua	Joana	Rodrigues|Mortágua	-	-	2015-10-23/2019-10-24|2019-10-25/2022-03-28	GP-BE[-/-]	BE[-/-]	F	1986-06-24	-	-	-	-	-	-	-
PT	JoaquimAntónioFerreiraSeixas	Joaquim António Ferreira Seixas	Joaquim	António|Ferreira|Seixas	-	-	2011-06-20/2015-10-22	GP-PSD[-/-]	PSD[-/-]	M	1959-06-27	-	-	-	-	-	-	-
PT	JoaquimBarrosodeAlmeidaBarreto	Joaquim Barroso de Almeida Barreto	Joaquim	Barroso|de|Almeida|Barreto	-	-	2015-10-23/2019-10-24|2019-10-25/2022-03-28	GP-PS[-/-]	PS[-/-]	M	1950-12-22	-	-	-	-	-	-	-
PT	JoaquimCarlosVasconcelosdaPonte	Joaquim Carlos Vasconcelos da Ponte	Joaquim	Carlos|Vasconcelos|da|Ponte	-	-	2011-06-20/2015-10-22	GP-PSD[-/-]	PSD[-/-]	M	1956-06-06	-	-	-	-	-	-	-
PT	JoaquimMoreiraRaposo	Joaquim Moreira Raposo	Joaquim	Moreira|Raposo	-	-	2015-10-23/2019-10-24	GP-PS[-/-]	PS[-/-]	M	1954-01-01	-	-	-	-	-	-	-
PT	JoelBouçaGomes	Joel Bouça Gomes	Joel	Bouça|Gomes	-	-	2019-10-25/2022-03-28	GP-PS[-/-]	PS[-/-]	M	1989-03-03	-	-	-	-	-	-	-
PT	JoelMirandaFernandesSá	Joel Miranda Fernandes Sá	Joel	Miranda|Fernandes|Sá	-	-	2015-10-23/2019-10-24	GP-PSD[-/-]	PSD[-/-]	M	1975-06-16	-	-	-	-	-	-	-
PT	JoãoAlbertoSobrinhoTeixeira	João Alberto Sobrinho Teixeira	João	Alberto|Sobrinho|Teixeira	-	-	-	-	Independente[-/-]	M	1961-12-21	-	-	-	-	-	-	-
PT	JoãoAlbinoRainhoAtaídedasNeves	João Albino Rainho Ataíde das Neves	João	Albino|Rainho|Ataíde|das|Neves	-	-	2019-10-26/2020-02-20	GP-PS[-/-]	PS[-/-]	M	1958-05-03	-	2020-02-21	-	-	-	-	-
PT	JoãoAlmeida	João Almeida	João	Almeida	-	-	-	-	CDS-PP[-/-]	M	1950-12-20	-	-	-	-	-	-	-
PT	JoãoAugustoEspadeiroRamos	João Augusto Espadeiro Ramos	João	Augusto|Espadeiro|Ramos	-	-	2011-06-20/2015-10-22|2015-10-23/2019-10-24	GP-PCP[-/-]	PCP[-/-]	M	1972-10-13	-	-	-	-	-	-	-
PT	JoãoBarrosoSoares	João Barroso Soares	João	Barroso|Soares	-	2015-11-26/2016-04-14	2011-06-20/2015-10-22|2015-10-23/2019-10-24	GP-PS[-/-]	PS[-/-]	M	1949-08-29	-	-	-	-	-	-	-
PT	JoãoBoscoSoaresMotaAmaral	João Bosco Soares Mota Amaral	João	Bosco|Soares|Mota|Amaral	-	-	2011-06-20/2015-10-22	GP-PSD[-/-]	PSD[-/-]	M	1943-04-15	-	-	-	-	-	-	-
PT	JoãoCarlosFigueiredoAntunes	João Carlos Figueiredo Antunes	João	Carlos|Figueiredo|Antunes	-	-	2011-06-20/2015-10-22	GP-PSD[-/-]	PSD[-/-]	M	1967-05-18	-	-	-	-	-	-	-
PT	JoãoCarlosIzidoroMarques	João Carlos Izidoro Marques	João	Carlos|Izidoro|Marques	-	-	2015-10-23/2019-10-24	GP-PS[-/-]	PS[-/-]	M	1981-04-16	-	-	-	-	-	-	-
PT	JoãoCasanovadeAlmeida	João Casanova de Almeida	João	Casanova|de|Almeida	-	-	-	-	-	M	-	-	-	-	-	-	-	-
PT	JoãoEduardoDiasMadeiraGouveia	João Eduardo Dias Madeira Gouveia	João	Eduardo|Dias|Madeira|Gouveia	-	-	2015-10-23/2019-10-24|2019-10-25/2022-03-28	GP-PS[-/-]	PS[-/-]	M	1958-07-11	-	-	-	-	-	-	-
PT	JoãoFernandoBrumdeAzevedoeCastro	João Fernando Brum de Azevedo e Castro	João	Fernando|Brum|de|Azevedo|e|Castro	-	-	2015-10-23/2019-10-24|2019-10-25/2022-03-28	GP-PS[-/-]	PS[-/-]	M	1971-01-24	-	-	-	-	-	-	-
PT	JoãoFernandoCotrimdeFigueiredo	João Fernando Cotrim de Figueiredo	João	Fernando|Cotrim|de|Figueiredo	-	-	2019-10-25/2022-03-28	GP-IL[-/-]	IL[-/-]	M	1961-06-24	-	-	-	-	-	-	-
PT	JoãoGuilhermeNobrePrataFragosoRebelo	João Guilherme Nobre Prata Fragoso Rebelo	João	Guilherme|Nobre|Prata|Fragoso|Rebelo	-	-	2011-06-20/2015-10-22|2015-10-23/2019-10-24	GP-CDS-PP[-/-]	CDS-PP[-/-]	M	1970-02-02	-	-	-	-	-	-	-
PT	JoãoGuilhermeRamosRosadeOliveira	João Guilherme Ramos Rosa de Oliveira	João	Guilherme|Ramos|Rosa|de|Oliveira	-	-	2011-06-20/2015-10-22|2015-10-23/2019-10-24|2019-10-25/2022-03-28	GP-PCP[-/-]	PCP[-/-]	M	1979-07-09	-	-	-	-	-	-	-
PT	JoãoJoséPinaPrata	João José Pina Prata	João	José|Pina|Prata	-	-	2011-06-20/2015-10-22	GP-PSD[-/-]	PSD[-/-]	M	1963-06-04	-	-	-	-	-	-	-
PT	JoãoManueldeSerpaOliva	João Manuel de Serpa Oliva	João	Manuel|de|Serpa|Oliva	-	-	2011-06-20/2015-10-22	GP-CDS-PP[-/-]	CDS-PP[-/-]	M	1948-06-26	-	-	-	-	-	-	-
PT	JoãoManuelDuarteVasconcelos	João Manuel Duarte Vasconcelos	João	Manuel|Duarte|Vasconcelos	-	-	2015-10-23/2019-10-24|2019-10-25/2022-03-28	GP-BE[-/-]	BE[-/-]	M	1956-03-08	-	-	-	-	-	-	-
PT	JoãoManuelGomesMarques	João Manuel Gomes Marques	João	Manuel|Gomes|Marques	-	-	2019-10-25/2022-03-28	GP-PSD[-/-]	PSD[-/-]	M	1959-11-04	-	-	-	-	-	-	-
PT	JoãoManuelGonçalvesLourenço	João Manuel Gonçalves Lourenço	João	Manuel|Gonçalves|Lourenço	-	-	-	-	-	M	1954-03-05	-	-	-	-	-	-	-
PT	JoãoManuelIldefonsoDias	João Manuel Ildefonso Dias	João	Manuel|Ildefonso|Dias	-	-	2015-10-23/2019-10-24|2019-10-25/2022-03-28	GP-PCP[-/-]	PCP[-/-]	M	1973-07-16	-	-	-	-	-	-	-
PT	JoãoManuelLobodeAraújo	João Manuel Lobo de Araújo	João	Manuel|Lobo|de|Araújo	-	-	2011-06-20/2015-10-22	GP-PSD[-/-]	PSD[-/-]	M	1952-01-01	-	-	-	-	-	-	-
PT	JoãoManuelMouraRodrigues	João Manuel Moura Rodrigues	João	Manuel|Moura|Rodrigues	-	-	2015-10-23/2019-10-24|2019-10-25/2022-03-28	GP-PSD[-/-]	PSD[-/-]	M	1971-07-08	-	-	-	-	-	-	-
PT	JoãoMiguelCastroFonseca	João Miguel Castro Fonseca	João	Miguel|Castro|Fonseca	-	-	2015-10-23/2019-10-24	GP-PS[-/-]	PS[-/-]	M	1979-09-18	-	-	-	-	-	-	-
PT	JoãoMiguelMaçaricoNicolau	João Miguel Maçarico Nicolau	João	Miguel|Maçarico|Nicolau	-	-	2019-10-25/2022-03-28	GP-PS[-/-]	PS[-/-]	M	1988-08-04	-	-	-	-	-	-	-
PT	JoãoMiguelMarquesdaCosta	João Miguel Marques da Costa	João	Miguel|Marques|da|Costa	-	-	-	GP-PS[-/-]	PS[-/-]	M	-	-	-	-	-	-	-	-
PT	JoãoNeves	João Neves	João	Neves	-	-	-	GP-PS[-/-]	PS[-/-]	M	-	-	-	-	-	-	-	-
PT	JoãoNunoFerreiraGonçalvesAzevedo	João Nuno Ferreira Gonçalves Azevedo	João	Nuno|Ferreira|Gonçalves|Azevedo	-	-	2019-10-25/2022-03-28	GP-PS[-/-]	PS[-/-]	M	1974-12-06	-	-	-	-	-	-	-
PT	JoãoNunoMendes	João Nuno Mendes	João	Nuno|Mendes	-	-	-	-	Independente[-/-]	M	-	-	-	-	-	-	-	-
PT	JoãoPauloBarrosViegas	João Paulo Barros Viegas	João	Paulo|Barros|Viegas	-	-	2011-06-20/2015-10-22	GP-CDS-PP[-/-]	CDS-PP[-/-]	M	1970-06-30	-	-	-	-	-	-	-
PT	JoãoPaulodeLoureiroRebelo	João Paulo de Loureiro Rebelo	João	Paulo|de|Loureiro|Rebelo	-	-	2015-10-23/2015-11-25	GP-PS[-/-]	PS[-/-]	M	1974-08-18	-	-	-	-	-	-	-
PT	JoãoPauloFeteiraPedrosa	João Paulo Feteira Pedrosa	João	Paulo|Feteira|Pedrosa	-	-	2011-06-20/2015-10-22|2015-10-23/2019-10-24|2019-10-25/2022-03-28	GP-PS[-/-]	PS[-/-]	M	1965-09-29	-	-	-	-	-	-	-
PT	JoãoPauloMarçalLopesCatarino	João Paulo Marçal Lopes Catarino	João	Paulo|Marçal|Lopes|Catarino	-	-	-	GP-PS[-/-]	PS[-/-]	M	-	-	-	-	-	-	-	-
PT	JoãoPauloMoreiraCorreia	João Paulo Moreira Correia	João	Paulo|Moreira|Correia	-	-	2011-06-20/2015-10-22|2015-10-23/2019-10-24|2019-10-25/2022-03-28	GP-PS[-/-]	PS[-/-]	M	1976-09-28	-	-	-	-	-	-	-
PT	JoãoPauloOliveira	João Paulo Oliveira	João	Paulo|Oliveira	-	-	-	-	CDS-PP[-/-]	M	1950-12-20	-	-	-	-	-	-	-
PT	JoãoPedrodaConceiçãoRodrigues	João Pedro da Conceição Rodrigues	João	Pedro|da|Conceição|Rodrigues	-	-	2015-10-23/2019-10-24	GP-PS[-/-]	PS[-/-]	M	1969-03-12	-	-	-	-	-	-	-
PT	JoãoPedroFurtadodaCunhaSemedo	João Pedro Furtado da Cunha Semedo	João	Pedro|Furtado|da|Cunha|Semedo	-	-	2011-06-20/2015-08-01	GP-BE[-/-]	BE[-/-]	M	1951-06-20	-	2018-07-17	-	-	-	-	-
PT	JoãoPedroGuimarãesGonçalvesPereira	João Pedro Guimarães Gonçalves Pereira	João	Pedro|Guimarães|Gonçalves|Pereira	-	-	2011-06-20/2015-10-22|2015-10-23/2019-10-24|2019-10-25/2022-03-28	GP-CDS-PP[-/-]	CDS-PP[-/-]	M	1977-05-07	-	-	-	-	-	-	-
PT	JoãoPedroSoeirodeMatosFernandes	João Pedro Soeiro de Matos Fernandes	João	Pedro|Soeiro|de|Matos|Fernandes	-	2015-11-26/2018-10-14|2018-10-15/2019-10-24|2019-10-26/2022-03-28	-	GP-PS[-/-]	PS[-/-]	M	1967-12-12	-	-	-	-	-	-	-
PT	JoãoRaulHenriquesSousaMouraPortugal	João Raul Henriques Sousa Moura Portugal	João	Raul|Henriques|Sousa|Moura|Portugal	-	-	2011-06-20/2015-10-22	GP-PS[-/-]	PS[-/-]	M	1977-10-01	-	-	-	-	-	-	-
PT	JoãoRodrigoPinhodeAlmeida	João Rodrigo Pinho de Almeida	João	Rodrigo|Pinho|de|Almeida	-	-	2011-06-20/2013-12-29|2015-11-26/2019-10-24|2019-10-25/2022-03-28	GP-CDS-PP[-/-]	CDS-PP[-/-]	M	1976-09-11	-	-	-	-	-	-	-
PT	JoãoRodrigoReisCarvalhoLeão	João Rodrigo Reis Carvalho Leão	João	Rodrigo|Reis|Carvalho|Leão	-	2020-06-15/2022-03-28	-	GP-PS[-/-]	PS[-/-]	M	1974-02-15	-	-	-	-	-	-	-
PT	JoãoSaldanhadeAzevedoGalamba	João Saldanha de Azevedo Galamba	João	Saldanha|de|Azevedo|Galamba	-	-	2011-06-20/2015-10-22|2015-10-23/2018-10-16	GP-PS[-/-]	PS[-/-]	M	1976-08-04	-	-	-	-	-	-	-
PT	JoãoTitteringtonGomesCravinho	João Titterington Gomes Cravinho	João	Titterington|Gomes|Cravinho	-	2018-10-15/2019-10-24|2019-10-26/2022-03-28	-	-	Independente[-/-]	M	1964-06-16	-	-	-	-	-	-	-
PT	JoãoVelosodaSilvaTorres	João Veloso da Silva Torres	João	Veloso|da|Silva|Torres	-	-	2015-10-23/2018-10-16	GP-PS[-/-]	PS[-/-]	M	1986-04-24	-	-	-	-	-	-	-
PT	JorgeCostaOliveira	Jorge Costa Oliveira	Jorge	Costa|Oliveira	-	-	-	GP-PS[-/-]	PS[-/-]	M	-	-	-	-	-	-	-	-
PT	JorgeDias	Jorge Dias	Jorge	Dias	-	-	-	-	CDS-PP[-/-]	M	1950-12-20	-	-	-	-	-	-	-
PT	JorgeDuarteGonçalvesdaCosta	Jorge Duarte Gonçalves da Costa	Jorge	Duarte|Gonçalves|da|Costa	-	-	2015-10-23/2019-10-24|2019-10-25/2022-03-28	GP-BE[-/-]	BE[-/-]	M	1975-10-19	-	-	-	-	-	-	-
