Country	orgType	orgID	AbbrName	FullName	From	To	Orientation-LR	Wikipedia	CHES-ID
FR	ministry	PO768826	RET	Secrétariat d'État auprès de la ministre des solidarités et de la santé, chargé des retraites	2019-12-18	2020-02-16	-	-	-
FR	commission	PO768933	2274	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi relatif à la lutte contre le gaspillage et à l'économie circulaire	2019-12-23	2020-02-11	-	-	-
FR	commission	PO769010	CEJUSTICE	Commission d'enquête sur les obstacles à l'indépendance du pouvoir judiciaire	2020-01-07	2020-09-02	-	-	-
FR	commission	PO769513	2535	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi organique modifiant la loi organique n° 2010-837 du 23 juillet 2010 relative à l'application du cinquième alinéa de l'article 13 de la Constitution	2020-01-23	2020-03-31	-	-	-
FR	commission	PO769520	2536	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi modifiant la loi n° 2010-838 du 23 juillet 2010 relative à l'application du cinquième alinéa de l'article 13 de la Constitution et prorogeant le mandat des membres de la Haute autorité pour la diffusion des œuvres et la protection des droits sur internet	2020-01-23	2020-03-31	-	-	-
FR	commission	PO769550	CSRETRAITE	Commission spéciale chargée d'examiner le projet de loi instituant un système universel de retraite et le projet de loi organique relatif au système universel de retraite	2020-01-24	2022-06-21	-	-	-
FR	ministry	PO770470	SSA	Ministère des solidarités et de la santé	2020-02-17	2020-07-06	-	-	-
FR	ministry	PO770474	SSA	Secrétariat d'État auprès du ministre des solidarités et de la santé	2020-02-17	2020-07-06	-	-	-
FR	ministry	PO770478	SSA	Secrétariat d'État auprès du ministre des solidarités et de la santé	2020-02-17	2020-07-06	-	-	-
FR	ministry	PO770482	RET	Secrétariat d'État auprès du ministre des solidarités et de la santé, chargé des retraites	2020-02-17	2020-05-19	-	-	-
FR	commission	PO770932	CSASAP	Commission spéciale chargée d'examiner le projet de loi d’accélération et de simplification de l’action publique	2020-03-06	2020-10-28	-	-	-
FR	commission	PO771611	CSDDUCOVID	Commission spéciale chargée d’examiner le projet de loi portant diverses dispositions urgentes pour faire face aux conséquences de l’épidémie de covid-19	2020-05-07	2020-06-18	-	-	-
FR	parliamentaryGroup	PO771789	EDS	Écologie Démocratie Solidarité	2020-05-20	2020-10-16	Left	https://en.wikipedia.org/wiki/Ecology_Democracy_Solidarity	-
FR	ministry	PO771831	RET	Secrétariat d’État auprès du ministre des solidarités et de la santé, chargé des retraites et auprès de la ministre du travail, chargé de la protection de la santé des salariés contre l'épidémie de covid-19	2020-05-20	2020-07-06	-	-	-
FR	parliamentaryGroup	PO771889	UDI_I	UDI et Indépendants	2020-05-26	2022-06-21	Right	https://en.wikipedia.org/wiki/UDI_and_Independents_group	-
FR	parliamentaryGroup	PO771923	AGIR-E	Agir ensemble	2020-05-27	2022-06-21	-	https://en.wikipedia.org/wiki/Agir_ensemble	-
FR	commission	PO771964	CSDETTESOC	Commission spéciale chargée d'examiner le projet de loi organique relatif à la dette sociale et à l’autonomie et le projet de loi relatif à la dette sociale et à l’autonomie	2020-05-27	2020-08-08	-	-	-
FR	commission	PO772001	2907	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi relatif à diverses dispositions liées à la crise sanitaire, à d’autres mesures urgentes ainsi qu’au retrait du Royaume Uni de l’Union européenne	2020-05-29	2020-06-10	-	-	-
FR	commission	PO772371	1284	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi visant à encadrer le démarchage téléphonique et à lutter contre les appels frauduleux	2020-06-08	2020-07-15	-	-	-
FR	ministry	PO773374	EAE	Ministère de l’Europe et des affaires étrangères	2020-07-07	2022-05-16	-	-	-
FR	ministry	PO773376	TRE	Ministère de la transition écologique	2020-07-07	2022-05-16	-	-	-
FR	ministry	PO773380	ECO	Ministère de l’économie, des finances et de la relance	2020-07-07	2022-05-16	-	-	-
FR	ministry	PO773384	INT	Ministère de l’intérieur	2020-07-07	2022-05-16	-	-	-
FR	ministry	PO773386	MTR	Ministère du travail, de l’emploi et de l’insertion	2020-07-07	2022-05-16	-	-	-
FR	ministry	PO773388	MOM	Ministère des outre-mer	2020-07-07	2022-05-16	-	-	-
FR	ministry	PO773390	TER	Ministère de la cohésion des territoires et des relations avec les collectivités territoriales	2020-07-07	2022-03-05	-	-	-
FR	ministry	PO773394	MIC	Ministère de la culture	2020-07-07	2022-05-16	-	-	-
FR	ministry	PO773396	SSA	Ministère des solidarités et de la santé	2020-07-07	2022-05-16	-	-	-
FR	ministry	PO773398	MER	Ministère de la mer	2020-07-07	2022-05-16	-	-	-
FR	ministry	PO773404	TFP	Ministère de la transformation et de la fonction publiques	2020-07-07	2022-05-16	-	-	-
FR	ministry	PO773406	PRL	Ministère auprès du Premier ministre, chargé des relations avec le Parlement et de la participation citoyenne	2020-07-07	2022-05-16	-	-	-
FR	ministry	PO773410	EXA	Ministère auprès du ministre de l’Europe et des affaires étrangères, chargé du commerce extérieur et de l'attractivité	2020-07-07	2022-05-16	-	-	-
FR	ministry	PO773414	TRA	Ministère auprès de la ministre de la transition écologique, chargé des transports	2020-07-07	2022-05-16	-	-	-
FR	ministry	PO773418	CCP	Ministère auprès du ministre de l’économie, des finances et de la relance, chargé des comptes publics	2020-07-07	2022-05-16	-	-	-
FR	ministry	PO773424	ANC	Ministère auprès de la ministre des armées, chargé de la mémoire et des anciens combattants	2020-07-07	2022-05-16	-	-	-
FR	ministry	PO773428	INS	Ministère auprès de la ministre du travail, de l’emploi et de l’insertion, chargé de l'insertion	2020-07-07	2022-05-16	-	-	-
FR	ministry	PO773430	VIL	Ministère auprès de la ministre de la cohésion des territoires et des relations avec les collectivités territoriales, chargé de la ville	2020-07-07	2022-03-05	-	-	-
FR	ministry	PO773432	MDA	Ministère auprès du ministre des solidarités et de la santé, chargé de l'autonomie	2020-07-07	2022-05-16	-	-	-
FR	ministry	PO773434	PPRL	Secrétariat d’État auprès du Premier ministre, porte-parole du Gouvernement	2020-07-07	2022-05-16	-	-	-
FR	ministry	PO774072	TOUR	Secrétariat d'État auprès du ministre de l'Europe et des affaires étrangères, chargé du tourisme, des Français de l'étranger et de la francophonie	2020-07-27	2021-12-08	-	-	-
FR	ministry	PO774074	EUR	Secrétariat d'État auprès du ministre de l'Europe et des affaires étrangères, chargé des affaires européennes	2020-07-27	2022-05-16	-	-	-
FR	ministry	PO774076	BIO	Secrétariat d'État auprès de la ministre de la transition écologique, chargé de la biodiversité	2020-07-27	2022-05-16	-	-	-
FR	ministry	PO774078	EDUPR	Secrétariat d'État auprès du ministre de l'éducation nationale, de la jeunesse et des sports, chargé de l'éducation prioritaire	2020-07-27	2022-03-05	-	-	-
FR	ministry	PO774080	JEU	Secrétariat d'État auprès du ministre de l'éducation nationale, de la jeunesse et des sports, chargé de la jeunesse et de l'engagement	2020-07-27	2022-05-16	-	-	-
FR	ministry	PO774082	ESS	Secrétariat d'État auprès du ministre de l'économie, des finances et de la relance, chargé de l'économie sociale, solidaire et responsable	2020-07-27	2022-05-16	-	-	-
FR	ministry	PO774084	RETSA	Secrétariat d'État auprès de la ministre du travail, de l'emploi et de l'insertion, chargé des retraites et de la santé au travail	2020-07-27	2022-05-16	-	-	-
FR	ministry	PO774086	RURAL	Secrétariat d'État auprès de la ministre de la cohésion des territoires et des relations avec les collectivités territoriales, chargé de la ruralité	2020-07-27	2022-03-05	-	-	-
FR	ministry	PO774088	ENF	Secrétariat d'État auprès du ministre des solidarités et de la santé, chargé de l'enfance et des familles	2020-07-27	2022-05-16	-	-	-
FR	parliamentaryGroup	PO774834	DEM	Mouvement Démocrate (MoDem) et Démocrates apparentés	2020-09-24	2022-06-21	Centre to centre-right	https://fr.wikipedia.org/wiki/Groupe_démocrate,_MoDem_et_indépendants	-
FR	commission	PO776036	3109	Commission mixte paritaire chargée de proposer un texte sur la proposition de loi relative au renforcement de l’inclusion dans l’emploi par l’activité économique et à l’expérimentation « territoires zéro chômeur de longue durée »	2020-10-14	2020-11-30	-	-	-
FR	commission	PO776280	3298	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi relatif aux conditions de mise sur le marché de certains produits phytopharmaceutiques en cas de danger sanitaire pour les betteraves sucrières	2020-10-22	2020-11-04	-	-	-
FR	commission	PO776400	3464	Commission mixte paritaire sur les dispositions restant en discussion du projet de loi autorisant la prorogation de l'état d'urgence sanitaire et portant diverses mesures de gestion de la crise sanitaire	2020-10-28	2020-11-07	-	-	-
FR	commission	PO778851	3583	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi organique relatif aux délais d'organisation des élections législatives et sénatoriales partielles	2020-12-04	2020-12-11	-	-	-
FR	commission	PO779099	CSPRINCREP	Commission spéciale chargée d'examiner le projet de loi confortant le respect des principes de la République	2020-12-09	2021-08-24	-	-	-
FR	commission	PO780484	3812	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi portant report du renouvellement général des conseils départementaux, des conseils régionaux et des assemblées de Corse, de Guyane et de Martinique	2021-02-04	2021-02-16	-	-	-
FR	commission	PO780850	CSLDCRRE	Commission spéciale chargée d'examiner le projet de loi portant lutte contre le dérèglement climatique et renforcement de la résilience face à ses effets	2021-02-11	2021-08-22	-	-	-
FR	commission	PO781407	2581	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi relative à la réforme du courtage de l’assurance et du courtage en opérations de banque et en services de paiement	2021-02-17	2021-04-01	-	-	-
FR	commission	PO781511	3713	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi organique portant diverses mesures relatives à l’élection du Président de la République	2021-02-19	2021-03-11	-	-	-
FR	commission	PO782096	3452	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi pour un nouveau pacte de sécurité respectueux des libertés	2021-03-19	2021-04-15	-	-	-
FR	commission	PO782103	3948	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi tendant à garantir le droit au respect de la dignité en détention	2021-03-18	2021-03-30	-	-	-
FR	commission	PO782816	CSLOLFLFSS	Commission spéciale chargée d’examiner la proposition de loi organique relative à la modernisation de la gestion des finances publiques et la proposition de loi portant diverses dispositions relatives au Haut Conseil des finances publiques et à l’information du Parlement sur les finances publiques ainsi que la proposition de loi organique et la proposition de loi relatives aux lois de financement de la sécurité sociale	2021-05-05	2022-02-09	-	-	-
FR	commission	PO783217	3699	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi de programmation relatif au développement solidaire et à la lutte contre les inégalités mondiales	2021-05-19	2021-07-20	-	-	-
FR	commission	PO783898	4187	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi relatif à la régulation et à la protection de l'accès aux œuvres culturelles à l'ère numérique	2021-06-24	2021-09-29	-	-	-
FR	commission	PO783905	4188	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi organique modifiant la loi organique n° 2010-837 du 23 juillet 2010 relative à l'application du cinquième alinéa de l'article 13 de la Constitution	2021-06-24	2021-09-29	-	-	-
FR	commission	PO784031	4215	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi de finances rectificative pour 2021	2021-06-29	2021-07-12	-	-	-
FR	commission	PO784067	3875	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi portant lutte contre le dérèglement climatique et renforcement de la résilience face à ses effets	2021-06-30	2021-07-20	-	-	-
FR	commission	PO784418	3718	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi pour renforcer la prévention en santé au travail	2021-07-07	2021-07-23	-	-	-
FR	commission	PO784682	CEPOLPENIT	Commission d’enquête sur les dysfonctionnements et manquements de la politique pénitentiaire française	2021-07-13	2022-01-12	-	-	-
FR	commission	PO786071	3661	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi visant à lutter contre la maltraitance animale et conforter le lien entre les animaux et les hommes	2021-10-04	2021-11-18	-	-	-
FR	commission	PO786552	4387	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi relatif à la responsabilité pénale et à la sécurité intérieure	2021-10-19	2021-12-16	-	-	-
FR	commission	PO786756	4565	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi portant diverses dispositions de vigilance sanitaire	2021-10-27	2021-11-05	-	-	-
FR	commission	PO786857	CSINDE	Commission spéciale chargée d’examiner le projet de loi, adopté par le Sénat, en faveur de l'activité professionnelle indépendante	2021-10-29	2022-02-14	-	-	-
FR	commission	PO787461	4361	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi ratifiant l’ordonnance n° 2021-484 du 21 avril 2021 relative aux modalités de représentation des travailleurs indépendants recourant pour leur activité aux plateformes et aux conditions d’exercice de cette représentation et portant habilitation du Gouvernement à compléter par ordonnance les règles organisant le dialogue social avec les plateformes	2021-11-16	2022-02-07	-	-	-
FR	commission	PO788093	4021	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi interdisant les pratiques visant à modifier l’orientation sexuelle ou l’identité de genre d’une personne	2021-12-08	2022-02-01	-	-	-
FR	ministry	PO788112	EAECO	Ministère auprès du ministre de l’Europe et des affaires étrangère et du ministre de l’économie, des finances et de la relance - Tourisme, Français de l’étranger, francophonie, petites et moyennes entreprises	2021-12-09	2022-05-16	-	-	-
FR	commission	PO788291	4264	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi relatif à la protection des enfants	2021-12-16	2022-02-07	-	-	-
FR	commission	PO789151	4398	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi visant à améliorer la protection des lanceurs d’alerte	2022-01-24	2022-02-16	-	-	-
FR	commission	PO789158	4375	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi organique visant à renforcer le rôle du Défenseur des droits en matière de signalement d’alerte	2022-01-24	2022-02-16	-	-	-
FR	ministry	PO791580	PRM	Première ministre	2022-05-17	-	-	-	-
FR	ministry	PO791591	ECO	Ministère de l’économie, des finances et de la souveraineté industrielle et numérique	2022-05-21	-	-	-	-
FR	ministry	PO791599	TRE	Ministère de la transition écologique et de la cohésion des territoires	2022-05-21	-	-	-	-
FR	ministry	PO791607	MTR	Ministère du travail, du plein emploi et de l’insertion	2022-05-21	-	-	-	-
FR	ministry	PO791613	AGR	Ministère de l’agriculture et de la souveraineté alimentaire	2022-05-21	-	-	-	-
FR	ministry	PO791629	ECOCP	Ministère auprès du ministre de l’économie, des finances et de la souveraineté industrielle et numérique, chargé des comptes publics	2022-05-21	-	-	-	-
FR	parliamentaryGroup	PO800484	DEM	Démocrate (MoDem et Indépendants)	2022-06-28	-	Centre to centre-right	https://fr.wikipedia.org/wiki/Groupe_démocrate,_MoDem_et_indépendants	-
FR	parliamentaryGroup	PO800490	LFI-NUPES	La France insoumise - Nouvelle Union Populaire écologique et sociale	2022-06-28	-	Left	https://en.wikipedia.org/wiki/La_France_Insoumise https://fr.wikipedia.org/wiki/Nouvelle_Union_populaire_écologique_et_sociale	-
FR	parliamentaryGroup	PO800496	SOC	Socialistes et apparentés (membre de l’intergroupe NUPES)	2022-06-28	-	Centre-left to left	https://fr.wikipedia.org/wiki/Groupe_socialiste_(Assembl%C3%A9e_nationale)	-
FR	parliamentaryGroup	PO800502	GDR-NUPES	Gauche démocrate et républicaine - NUPES	2022-06-28	-	Left	https://en.wikipedia.org/wiki/Democratic_and_Republican_Left_group https://en.wikipedia.org/wiki/New_Ecological_and_Social_People's_Union	-
FR	parliamentaryGroup	PO800508	LR	Les Républicains	2022-06-28	-	Centre-right	https://en.wikipedia.org/wiki/The_Republicans_(France)	LR
FR	parliamentaryGroup	PO800514	HOR	Horizons et apparentés	2022-06-28	-	Centre-right	https://en.wikipedia.org/wiki/Horizons_(political_party)	-
FR	parliamentaryGroup	PO800520	RN	Rassemblement National	2022-06-28	-	Far-right	https://en.wikipedia.org/wiki/National_Rally	RN
FR	parliamentaryGroup	PO800526	ECOLO	Écologiste - NUPES	2022-06-28	-	Left	https://en.wikipedia.org/wiki/New_Ecological_and_Social_People's_Union	-
FR	parliamentaryGroup	PO800532	LIOT	Libertés, Indépendants, Outre-mer et Territoires	2022-06-28	-	Big tent	https://en.wikipedia.org/wiki/Liberties,_Independents,_Overseas_and_Territories	-
FR	parliamentaryGroup	PO800538	RE	Renaissance	2022-06-28	-	Centre	https://en.wikipedia.org/wiki/Renaissance_(French_political_party)	-
FR	ministry	PO801854	IOM	Ministère de l’intérieur et des outre-mer	2022-07-05	-	-	-	-
FR	ministry	PO801856	PRMRE	Ministère auprès de la Première ministre, chargé du renouveau démocratique, porte-parole du Gouvernement	2022-07-05	-	-	-	-
FR	ministry	PO801867	IND	Ministère auprès du ministre de l’économie, des finances et de la souveraineté industrielle et numérique, chargé de l’industrie	2022-07-05	-	-	-	-
FR	ministry	PO801877	PME	Ministère auprès du ministre de l’économie, des finances et de la souveraineté industrielle et numérique, chargé des petites et moyennes entreprises, du commerce, de l’artisanat et du tourisme	2022-07-05	-	-	-	-
FR	ministry	PO801879	COLTE	Ministère auprès du ministre de l’intérieur et des outre-mer et du ministre de la transition écologique et de la cohésion des territoires, chargé des collectivités territoriales	2022-07-05	2022-11-28	-	-	-
FR	ministry	PO801885	ENPRO	Ministère auprès du ministre du travail, du plein emploi et de l’insertion et du ministre de l’éducation nationale et de la jeunesse, chargé de l’enseignement et de la formation professionnels	2022-07-05	-	-	-	-
FR	ministry	PO801887	TRANS	Ministère auprès du ministre de la transition écologique et de la cohésion des territoires, chargé des transports	2022-07-05	-	-	-	-
FR	ministry	PO801891	OTSAN	Ministère auprès du ministre de la santé et de la prévention, chargé de l’organisation territoriale et des professions de santé	2022-07-05	-	-	-	-
FR	ministry	PO801901	JEUNE	Secrétariat d’État auprès du ministre des armées et du ministre de l’éducation nationale et de la jeunesse, chargé de la jeunesse et du service national universel	2022-07-05	-	-	-	-
FR	ministry	PO801905	ECOL	Secrétariat d’État auprès du ministre de la transition écologique et de la cohésion des territoires, chargé de l’écologie	2022-07-05	-	-	-	-
FR	commission	PO802351	9	Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi maintenant provisoirement un dispositif de veille et de sécurité sanitaire en matière de lutte contre la covid-19	2022-07-19	2022-07-26	-	-	-
GB	government	GoGB	GoGB	Government of the United Kingdom of Great Britain and Northern Ireland	-	-	-	-	-
GB	parliament	parliament.HC	HC	House of Commons	-	-	-	-	-
GB	parliament	parliament.HL	HL	House of Lords	-	-	-	-	-
GB	politicalParty	party.PAUB	PAUB	Alba Party	-	-	Centre-left	https://en.wikipedia.org/wiki/Alba_Party	-
GB	politicalParty	party.QHMP	QHMP	Conservative Independent	-	-	-	https://en.wikipedia.org/wiki/Independent_conservative	-
GB	politicalParty	party.SO0T	SO0T	Other	-	-	-	-	-
GB	politicalParty	party.LD	LD	Liberal Democrat	-	-	Centre to centre-left	https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)	LibDem LIBDEM
GB	politicalParty	party.64RT	64RT	Respect	-	-	Left	https://en.wikipedia.org/wiki/Respect_Party	-
GB	politicalParty	party.SDLP	SDLP	Social Democratic & Labour Party	-	-	Centre-left	https://en.wikipedia.org/wiki/Social_Democratic_and_Labour_Party	-
GB	politicalParty	party.L1QU	L1QU	Liberal Democrat Independent	-	-	Centre to centre-left	https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)	-
GB	politicalParty	party.0UBS	0UBS	Independent Conservative	-	-	-	https://en.wikipedia.org/wiki/Independent_conservative	-
GB	politicalParty	party.BI	BI	Bishops	-	-	-	-	-
GB	politicalParty	party.LI	LI	Labour Independent	-	-	Left	https://en.wikipedia.org/wiki/Independent_Labour_Party	-
GB	politicalParty	party.LB	LB	Liberal	-	-	Centre	https://en.wikipedia.org/wiki/Liberal_Party_(UK)	-
GB	politicalParty	party.LJ95	LJ95	Change UK - The Independent Group	-	-	Centre	https://en.wikipedia.org/wiki/Change_UK	-
GB	politicalParty	party.IGC	IGC	The Independent Group for Change	-	-	Centre	https://en.wikipedia.org/wiki/Change_UK	-
GB	politicalParty	party.NPBE	NPBE	Independent Unionist	-	-	-	https://en.wikipedia.org/wiki/Independent_Unionist	-
GB	politicalParty	party.CB	CB	Crossbench	-	-	-	https://en.wikipedia.org/wiki/Crossbencher	-
GB	parliamentaryGroup	party.S	S	Speaker	-	-	-	-	-
GB	politicalParty	party.QMZZ	QMZZ	Independent Ulster Unionist	-	-	Centre-right	https://en.wikipedia.org/wiki/Ulster_Unionist_Party	-
GB	politicalParty	party.IL	IL	Independent Labour	-	-	Left	https://en.wikipedia.org/wiki/Independent_Labour_Party	-
GB	politicalParty	party.UUP	UUP	Ulster Unionist Party	-	-	Centre-right	https://en.wikipedia.org/wiki/Ulster_Unionist_Party	-
GB	politicalParty	party.FZPG	FZPG	Independent SDP	-	-	Centre-left	https://en.wikipedia.org/wiki/Social_Democratic_Party_(UK,_1990%E2%80%93present)	-
GB	politicalParty	party.LAB	LAB	Labour	-	-	Centre-left	https://en.wikipedia.org/wiki/Labour_Party_(UK)	LAB
GB	politicalParty	party.A	A	Alliance	-	-	Centre to centre-left	https://en.wikipedia.org/wiki/Alliance_Party_of_Northern_Ireland	-
GB	politicalParty	party.GP	GP	Green Party	-	-	Left	https://en.wikipedia.org/wiki/Green_Party_(UK)	GREEN
GB	politicalParty	party.SNP	SNP	Scottish National Party	-	-	Centre-left	https://en.wikipedia.org/wiki/Scottish_National_Party	SNP
GB	politicalParty	party.I	I	Independent	-	-	-	-	-
GB	politicalParty	party.L8TA	L8TA	Independent Liberal Democrat	-	-	-	-	-
GB	politicalParty	party.CON	CON	Conservative	-	-	Centre-right	https://en.wikipedia.org/wiki/Conservative_Party_(UK)	CONS
GB	parliamentaryGroup	party.LS	LS	Lord Speaker	-	-	-	-	-
GB	politicalParty	party.NA	NA	Non-affiliated	-	-	-	https://en.wikipedia.org/wiki/Non-affiliated_members_of_the_House_of_Lords	-
GB	politicalParty	party.DUP	DUP	Democratic Unionist Party	-	-	Right	https://en.wikipedia.org/wiki/Democratic_Unionist_Party	-
GB	politicalParty	party.UUSL	UUSL	Social Democratic Party	-	-	Centre-left	https://en.wikipedia.org/wiki/Social_Democratic_Party_(UK,_1990%E2%80%93present)	-
GB	politicalParty	party.ZKPW	ZKPW	Independent Social Democrat	-	-	Centre-left	https://en.wikipedia.org/wiki/Social_Democratic_and_Labour_Party	-
GB	politicalParty	party.UKIP	UKIP	UK Independence Party	-	-	Right to far-right	https://en.wikipedia.org/wiki/UK_Independence_Party	UKIP
GB	politicalParty	party.PC	PC	Plaid Cymru	-	-	Centre-left to left	https://en.wikipedia.org/wiki/Plaid_Cymru	PLAID
GR	parliament	PoGR	PoGR	Parliament of Greece	-	-	-	-	-
GR	government	GOV	GOV	Government of Greece	1909-08-15	-	-	-	-
GR	parliamentaryGroup	party.ΝΔ	N.D.	New Democracy	1974-10-04	-	Centre-right	https://en.wikipedia.org/wiki/New_Democracy_(Greece)	ND
GR	parliamentaryGroup	party.ΑΝΕΛ	AN.EL.	Independent Greeks National Patriotic Alliance	2012-02-24	-	Right	https://en.wikipedia.org/wiki/Independent_Greeks	-
GR	parliamentaryGroup	party.ΔΗΣΥ	DĪ.SY.	Democratic Alignment	2015-08-30	2018-03-16	Centre-left	https://en.wikipedia.org/wiki/Democratic_Alignment_(2015)	-
GR	parliamentaryGroup	party.Ε_Λ	E.L.	Greek Solution	2016-06-28	-	Right to far-right	https://en.wikipedia.org/wiki/Greek_Solution	EL
GR	parliamentaryGroup	party.Ε_Κ	E.K.	Union of Centrists	1992-03-02	-	Centre	https://en.wikipedia.org/wiki/Union_of_Centrists	-
GR	parliamentaryGroup	party.ΚΙΝΑΛ	KIN.AL.	Movement for Change	2018-03-16	-	Centre-left	https://en.wikipedia.org/wiki/Movement_for_Change_(Greece)	-
GR	parliamentaryGroup	party.KKE	K.K.E.	Communist Party of Greece	1918-11-17	-	Far-left	https://en.wikipedia.org/wiki/Communist_Party_of_Greece	KKE
GR	parliamentaryGroup	party.ΛΑ_Ε	LA.E.	Popular Unity	2015-08-21	-	Left to far-left	https://en.wikipedia.org/wiki/Popular_Unity_(Greece)	-
GR	parliamentaryGroup	party.Χ_Α	Ch.A.	Popular Association – Golden Dawn	1993-11-01	-	Far-right	https://en.wikipedia.org/wiki/Golden_Dawn_(Greece)	XA
GR	parliamentaryGroup	party.ΜέΡΑ25	MéRA25	European Realistic Disobedience Front	2018-03-26	-	Left	https://en.wikipedia.org/wiki/MeRA25	MR25
GR	parliamentaryGroup	party.ΠΑΣΟΚ	PA.SO.K.	Panhellenic Socialist Movement	1974-09-03	-	Centre-left	https://en.wikipedia.org/wiki/PASOK	PASOK
GR	politicalParty	party.ΔΗΜΑΡ	DĪM.AR	Democratic Left	2010-06-27	-	Centre-left to left	https://en.wikipedia.org/wiki/Democratic_Left_(Greece)	DIMAR
GR	parliamentaryGroup	party.ΣΥΡΙΖΑ	SY.RIZ.A.	Coalition of the Radical Left – Progressive Alliance	2012-06-01	-	Centre-left to left	https://en.wikipedia.org/wiki/Syriza	SYRIZA
GR	parliamentaryGroup	party.ΤΟ_ΠΟΤΑΜΙ	T.P.	The River	2014-02-26	2019-11-24	Centre to centre-left	https://en.wikipedia.org/wiki/The_River_(Greece)	Potami
HR	government	government.HR	HR	Government of the Republic of Croatia	1990-05-30	-	-	-	-
HR	parliament	HS	HS	National Assembly of the Republic of Croatia	1990-05-30	-	-	https://en.wikipedia.org/wiki/Croatian_Parliament	-
HR	parliamentaryGroup	party.DC	DC	Demokratski centar	-	-	Centre-right	https://en.wikipedia.org/wiki/Democratic_Centre_(Croatia)	-
HR	parliamentaryGroup	party.HDSSB	HDSSB	Hrvatski demokratski savez Slavonije i Baranje	-	-	Centre-right	https://en.wikipedia.org/wiki/Croatian_Democratic_Alliance_of_Slavonia_and_Baranja	HDSSB
HR	parliamentaryGroup	party.HDZ	HDZ	Hrvatska demokratska zajednica	-	-	Centre-right	https://en.wikipedia.org/wiki/Croatian_Democratic_Union	HDZ
HR	parliamentaryGroup	party.HNS	HNS	Hrvatska narodna stranka	-	-	Centre to centre-left	https://en.wikipedia.org/wiki/Croatian_People%27s_Party_%E2%80%93_Liberal_Democrats	HNS
HR	parliamentaryGroup	party.HSLS	HSLS	Hrvatska socijalno-liberalna stranka	-	-	Centre to centre-right	https://en.wikipedia.org/wiki/Croatian_Social_Liberal_Party	HSLS
HR	parliamentaryGroup	party.HSP	HSP	Hrvatska stranka prava	-	-	Far-right	https://en.wikipedia.org/wiki/Croatian_Party_of_Rights	HSP
HR	parliamentaryGroup	party.HSS	HSS	Hrvatska seljačka stranka	-	-	Centre to centre-right	https://en.wikipedia.org/wiki/Croatian_Peasant_Party	HSS
HR	parliamentaryGroup	party.HSU	HSU	Hrvatska stranka umirovljenika	-	-	Centre-left	https://en.wikipedia.org/wiki/Croatian_Party_of_Pensioners	HSU
HR	parliamentaryGroup	party.IDS	IDS	Istarski demokratski sabor	-	-	Centre to centre-left	https://en.wikipedia.org/wiki/Istrian_Democratic_Assembly	IDS
HR	parliamentaryGroup	party.MDS	MDS	Međimurski demokratski savez	-	-	-	-	-
HR	parliamentaryGroup	party.PGS	PGS	Primorsko goranski savez	-	-	Centre	https://en.wikipedia.org/wiki/Alliance_of_Primorje-Gorski_Kotar	-
HR	parliamentaryGroup	party.SBHS	SBHS	Slavonsko-baranjska hrvatska stranka	-	-	Centre-right	https://en.wikipedia.org/wiki/Croatian_Democratic_Alliance_of_Slavonia_and_Baranja	-
